1.000000000000000048e-04 2.831192142020963942e+01
1.011591112223829728e-04 2.862940562274665979e+01
1.023316578330244966e-04 2.895044719294613600e+01
1.035177955630176363e-04 2.927508588863020123e+01
1.047176819485520245e-04 2.960336189485248326e+01
1.059314763518370031e-04 2.993531584309179649e+01
1.071593399822671198e-04 3.027098881636364069e+01
1.084014359178330883e-04 3.061042235420007529e+01
1.096579291267809898e-04 3.095365845768481705e+01
1.109289864895222780e-04 3.130073959454218624e+01
1.122147768207980425e-04 3.165170870428312355e+01
1.135154708920999033e-04 3.200660920227097961e+01
1.148312414543511137e-04 3.236548498266461849e+01
1.161622632608502026e-04 3.272838042634566591e+01
1.175087130904807752e-04 3.309534040689151624e+01
1.188707697711903445e-04 3.346641029600217365e+01
1.202486142037412301e-04 3.384163596898404336e+01
1.216424293857368039e-04 3.422106381029469446e+01
1.230524004359261579e-04 3.460474071914752159e+01
1.244787146187906256e-04 3.499271411559349332e+01
1.259215613694151213e-04 3.538503195562044112e+01
1.273811323186478520e-04 3.578174273755224988e+01
1.288576213185518003e-04 3.618289549886247158e+01
1.303512244681509209e-04 3.658853982169394925e+01
1.318621401394748729e-04 3.699872583886705257e+01
1.333905690039058638e-04 3.741350423995314145e+01
1.349367140588306701e-04 3.783292627741383995e+01
1.365007806546013845e-04 3.825704377280793977e+01
1.380829765218092534e-04 3.868590910244048331e+01
1.396835117988739897e-04 3.911957510872581167e+01
1.413025990599533870e-04 3.955809517646428475e+01
1.429404533431761061e-04 4.000152327699071719e+01
1.445972921792019735e-04 4.044991397453537729e+01
1.462733356201130139e-04 4.090332243262229639e+01
1.479688062686396383e-04 4.136180442052986450e+01
1.496839293077255632e-04 4.182541631982336838e+01
1.514189325304352289e-04 4.229421513168671254e+01
1.531740463702080011e-04 4.276825854434182617e+01
1.549495039314631917e-04 4.324760498885988369e+01
1.567455410205595065e-04 4.373231355398636566e+01
1.585623961771137158e-04 4.422244398285148037e+01
1.604003107056820173e-04 4.471805668015750967e+01
1.622595287078087273e-04 4.521921271944399479e+01
1.641402971144466632e-04 4.572597385042953277e+01
1.660428657187529853e-04 4.623840250643696237e+01
1.679674872092653496e-04 4.675656179620433051e+01
1.699144172034626271e-04 4.728051535584624077e+01
1.718839142817145805e-04 4.781032741447209133e+01
1.738762400216250798e-04 4.834606290048737520e+01
1.758916590327733002e-04 4.888778745049735619e+01
1.779304389918577567e-04 4.943556741684434996e+01
1.799928506782476725e-04 4.998946987522484875e+01
1.820791680099462630e-04 5.054956263238572944e+01
1.841896680799711133e-04 5.111591423390415656e+01
1.863246311931559835e-04 5.168859398546339889e+01
1.884843409033795745e-04 5.226767199007670683e+01
1.906690840512252356e-04 5.285321912412319989e+01
1.928791508020778235e-04 5.344530703765510538e+01
1.951148346846616683e-04 5.404400816265738428e+01
1.973764326300255834e-04 5.464939572139969926e+01
1.996642450109793916e-04 5.526154373486806293e+01
2.019785756819878484e-04 5.588052703128808218e+01
2.043197320195270865e-04 5.650642125360582924e+01
2.066880249629082160e-04 5.713930284064464615e+01
2.090837690555750453e-04 5.777924903292217351e+01
2.115072824868795298e-04 5.842633790900007540e+01
2.139588871343421834e-04 5.908064839575910554e+01
2.164389086064020889e-04 5.974226027738531286e+01
2.189476762856621176e-04 6.041125420444637228e+01
2.214855233726359721e-04 6.108771170306069820e+01
2.240527869300018495e-04 6.177171518415971008e+01
2.266498079273692845e-04 6.246334791964351041e+01
2.292769312865648918e-04 6.316269389001607948e+01
2.319345059274427814e-04 6.386983790878426248e+01
2.346228848142263134e-04 6.458486569857136317e+01
2.373424250023866691e-04 6.530786390056874779e+01
2.400934876860652035e-04 6.603892008399438396e+01
2.428764382460451090e-04 6.677812275563898936e+01
2.456916462982790305e-04 6.752556136951129417e+01
2.485394857429798965e-04 6.828132633668799656e+01
2.514203348142797370e-04 6.904550904632867514e+01
2.543345761304648903e-04 6.981820188546700479e+01
2.572825967447932359e-04 7.059949823150546422e+01
2.602647881969005024e-04 7.138949246027435436e+01
2.632815465648020731e-04 7.218827995628730321e+01
2.663332725174980963e-04 7.299595712309803730e+01
2.694203713681882413e-04 7.381262139375729703e+01
2.725432531281028249e-04 7.463837124136779266e+01
2.757023325609583289e-04 7.547330616723981223e+01
2.788980292380439777e-04 7.631752647462937489e+01
2.821307675939471824e-04 7.717113336073762753e+01
2.854009769829237591e-04 7.803422908303912209e+01
2.887090917359235484e-04 7.890691697234107949e+01
2.920555512182745244e-04 7.978930144338639252e+01
2.954407998880380793e-04 8.068148800554928357e+01
2.988652873550383024e-04 8.158358327362830664e+01
3.023294684405777215e-04 8.249569497872984414e+01
3.058338032378432473e-04 8.341793196058848991e+01
3.093787571730137595e-04 8.435040413521727487e+01
3.129648010670751349e-04 8.529322255204361625e+01
3.165924111983521496e-04 8.624649941707788514e+01
3.202620693657651165e-04 8.721034810417313565e+01
3.239742629528196056e-04 8.818488316638794799e+01
3.277294849923383015e-04 8.917022034744066161e+01
3.315282342319423692e-04 9.016647659326964970e+01
3.353710152002930081e-04 9.117377005409377944e+01
3.392583382740992667e-04 9.219221984326055974e+01
3.431907197459043682e-04 9.322194601054488317e+01
3.471686818926560223e-04 9.426306981501784321e+01
3.511927530450728672e-04 9.531571375051484551e+01
3.552634676578139803e-04 9.638000155706784255e+01
3.593813663804626239e-04 9.745605823242739518e+01
3.635469961293318715e-04 9.854401004367234407e+01
3.677609101601031711e-04 9.964398453890720475e+01
3.720236681413067385e-04 1.007561105181389109e+02
3.763358362286533740e-04 1.018805178341654596e+02
3.806979871402285448e-04 1.030173375488758154e+02
3.851107002325569739e-04 1.041667020350989930e+02
3.895745615775502574e-04 1.053287449884267488e+02
3.940901640403448279e-04 1.065036014389602030e+02
3.986581073580439810e-04 1.076914077631401341e+02
4.032789982193706307e-04 1.088923016956583325e+02
4.079534503452450522e-04 1.101064223399164916e+02
4.126820845702952557e-04 1.113339100125889587e+02
4.174655289253135972e-04 1.125749060950228255e+02
4.223044187206673248e-04 1.138295533169901717e+02
4.271993966306778055e-04 1.150979958029036965e+02
4.321511127789762923e-04 1.163803790835511336e+02
4.371602248248503283e-04 1.176768501079049827e+02
4.422273980505898373e-04 1.189875572549980660e+02
4.473533054498464575e-04 1.203126503458662881e+02
4.525386278170167947e-04 1.216522805942471877e+02
4.577840538376617388e-04 1.230065999324334740e+02
4.630902801799738800e-04 1.243757612373204893e+02
4.684580115873046222e-04 1.257599188082247537e+02
4.738879609717652546e-04 1.271592283861001675e+02
4.793808495089108153e-04 1.285738471642331433e+02
4.849374067335234439e-04 1.300039337989800572e+02
4.905583706365046568e-04 1.314496484205253637e+02
4.962444877628915604e-04 1.329111526436700501e+02
5.019965133110080614e-04 1.343886095097121824e+02
5.078152112327671743e-04 1.358821833263156407e+02
5.137013543351340219e-04 1.373920398538411405e+02
5.196557243827659538e-04 1.389183463644530434e+02
5.256791122018420349e-04 1.404612716526169720e+02
5.317723177850967571e-04 1.420209860456178603e+02
5.379361503980699009e-04 1.435976614140999459e+02
5.441714286865889172e-04 1.451914711826109112e+02
5.504789807854969502e-04 1.468025903124633373e+02
5.568596444286410272e-04 1.484311945199983711e+02
5.633142670601353798e-04 1.500774601299964388e+02
5.698437059469137721e-04 1.517415649318554642e+02
5.764488282925875340e-04 1.534236882371023682e+02
5.831305113526219844e-04 1.551240108877414627e+02
5.898896425508494586e-04 1.568427152645695628e+02
5.967271195973311917e-04 1.585799852954353923e+02
6.036438506075865983e-04 1.603360064634766786e+02
6.106407542232038244e-04 1.621109656861465567e+02
6.177187597338490302e-04 1.639050506187695362e+02
6.248788072006889295e-04 1.657184501267301755e+02
6.321218475812450180e-04 1.675513546042571420e+02
6.394488428556939106e-04 1.694039559815760754e+02
6.468607661546322196e-04 1.712764477312612996e+02
6.543586018883232108e-04 1.731690248744891107e+02
6.619433458774390093e-04 1.750818839872083004e+02
6.696160054853217717e-04 1.770152232017371432e+02
6.773775997517746681e-04 1.789692416439013414e+02
6.852291595284059830e-04 1.809441388468771947e+02
6.931717276155402148e-04 1.829401157113685770e+02
7.012063589007179638e-04 1.849573746377884049e+02
7.093341204987991394e-04 1.869961195295868492e+02
7.175560918936924699e-04 1.890565557964307004e+02
7.258733650817247602e-04 1.911388903572315598e+02
7.342870447166760257e-04 1.932433316429989532e+02
7.427982482564913450e-04 1.953700895116193408e+02
7.514081061116963198e-04 1.975193742039174651e+02
7.601177617955326210e-04 1.996913966398390983e+02
7.689283720758308604e-04 2.018863691557947107e+02
7.778411071286484360e-04 2.041045055193126814e+02
7.868571506936848170e-04 2.063460209284443181e+02
7.959777002314981234e-04 2.086111320109302483e+02
8.052039670825472846e-04 2.109000568231442969e+02
8.145371766280737639e-04 2.132130148487552503e+02
8.239785684528515806e-04 2.155502264666512815e+02
8.335293965098190729e-04 2.179119115486101919e+02
8.431909292866253619e-04 2.202982908522450032e+02
8.529644499741018170e-04 2.227095864257855169e+02
8.628512566366892044e-04 2.251460216021527287e+02
8.728526623848374341e-04 2.276078209927301543e+02
8.829699955494085860e-04 2.300952104807765863e+02
8.932045998580961195e-04 2.326084172145200739e+02
9.035578346138924653e-04 2.351476695749248620e+02
9.140310748756226740e-04 2.377131963914908397e+02
9.246257116405735008e-04 2.403052267436872853e+02
9.353431520292382036e-04 2.429239908103960772e+02
9.461848194721997124e-04 2.455697199125465886e+02
9.571521538991858893e-04 2.482426465019400723e+02
9.682466119303117331e-04 2.509430041496601120e+02
9.794696670695391023e-04 2.536710275340730334e+02
9.908228099003791103e-04 2.564269524283904502e+02
1.002307548283864732e-03 2.592110154094287395e+02
1.013925407558814544e-03 2.620234522380565068e+02
1.025677930744421434e-03 2.648644988636542053e+02
1.037566678745185456e-03 2.677343921445698243e+02
1.049593230558226948e-03 2.706333698324266379e+02
1.061759183482999420e-03 2.735616705537015605e+02
1.074066153333433013e-03 2.765195337907773592e+02
1.086515774652537783e-03 2.795071998624786147e+02
1.099109700929496542e-03 2.825249098980434042e+02
1.111849604819270662e-03 2.855729049174020702e+02
1.124737178364751356e-03 2.886514247985613224e+02
1.137774133221490730e-03 2.917607098185440009e+02
1.150962200885031431e-03 2.949010008511168053e+02
1.164303132920876341e-03 2.980725393407066690e+02
1.177798701197118681e-03 3.012755672757033381e+02
1.191450698119775244e-03 3.045103271611288278e+02
1.205260936870841855e-03 3.077770619906762590e+02
1.219231251649110278e-03 3.110760151629229995e+02
1.233363497913775222e-03 3.144074297532886249e+02
1.247659552630868939e-03 3.177715486587414944e+02
1.262121314522546408e-03 3.211686150758404210e+02
1.276750704319265127e-03 3.245988724795658413e+02
1.291549665014883131e-03 3.280625645899374376e+02
1.306520162124720367e-03 3.315599353379637932e+02
1.321664183946604648e-03 3.350912288308528559e+02
1.336983741824946011e-03 3.386566893165184524e+02
1.352480870417874584e-03 3.422565603916675627e+02
1.368157627967470829e-03 3.458910828439109082e+02
1.384016096573131068e-03 3.495604966680642178e+02
1.400058382468096939e-03 3.532650416648666010e+02
1.416286616299197981e-03 3.570049573974471286e+02
1.432702953409829925e-03 3.607804831469931628e+02
