#           k/h    P           
    0.93933E-03    0.36791E+04
    0.95831E-03    0.37478E+04
    0.97767E-03    0.38176E+04
    0.99742E-03    0.38888E+04
    0.10176E-02    0.39611E+04
    0.10381E-02    0.40347E+04
    0.10591E-02    0.41095E+04
    0.10805E-02    0.41857E+04
    0.11023E-02    0.42631E+04
    0.11246E-02    0.43419E+04
    0.11473E-02    0.44220E+04
    0.11705E-02    0.45034E+04
    0.11941E-02    0.45863E+04
    0.12182E-02    0.46705E+04
    0.12429E-02    0.47561E+04
    0.12680E-02    0.48431E+04
    0.12936E-02    0.49316E+04
    0.13197E-02    0.50215E+04
    0.13464E-02    0.51129E+04
    0.13736E-02    0.52058E+04
    0.14013E-02    0.53001E+04
    0.14296E-02    0.53960E+04
    0.14585E-02    0.54935E+04
    0.14880E-02    0.55924E+04
    0.15180E-02    0.56930E+04
    0.15487E-02    0.57951E+04
    0.15800E-02    0.58988E+04
    0.16119E-02    0.60041E+04
    0.16445E-02    0.61111E+04
    0.16777E-02    0.62197E+04
    0.17116E-02    0.63299E+04
    0.17462E-02    0.64418E+04
    0.17814E-02    0.65553E+04
    0.18174E-02    0.66706E+04
    0.18541E-02    0.67875E+04
    0.18916E-02    0.69061E+04
    0.19298E-02    0.70265E+04
    0.19688E-02    0.71486E+04
    0.20086E-02    0.72724E+04
    0.20491E-02    0.73979E+04
    0.20905E-02    0.75252E+04
    0.21328E-02    0.76542E+04
    0.21758E-02    0.77850E+04
    0.22198E-02    0.79176E+04
    0.22646E-02    0.80519E+04
    0.23104E-02    0.81880E+04
    0.23571E-02    0.83258E+04
    0.24047E-02    0.84655E+04
    0.24533E-02    0.86069E+04
    0.25028E-02    0.87500E+04
    0.25534E-02    0.88949E+04
    0.26050E-02    0.90416E+04
    0.26576E-02    0.91901E+04
    0.27113E-02    0.93403E+04
    0.27660E-02    0.94922E+04
    0.28219E-02    0.96459E+04
    0.28789E-02    0.98013E+04
    0.29371E-02    0.99584E+04
    0.29964E-02    0.10117E+05
    0.30569E-02    0.10278E+05
    0.31187E-02    0.10440E+05
    0.31817E-02    0.10604E+05
    0.32460E-02    0.10769E+05
    0.33115E-02    0.10936E+05
    0.33784E-02    0.11105E+05
    0.34467E-02    0.11275E+05
    0.35163E-02    0.11447E+05
    0.35874E-02    0.11620E+05
    0.36598E-02    0.11795E+05
    0.37338E-02    0.11971E+05
    0.38092E-02    0.12148E+05
    0.38861E-02    0.12327E+05
    0.39646E-02    0.12506E+05
    0.40447E-02    0.12688E+05
    0.41264E-02    0.12871E+05
    0.42098E-02    0.13056E+05
    0.42948E-02    0.13242E+05
    0.43816E-02    0.13430E+05
    0.44701E-02    0.13617E+05
    0.45604E-02    0.13804E+05
    0.46525E-02    0.13990E+05
    0.47465E-02    0.14173E+05
    0.48424E-02    0.14356E+05
    0.49402E-02    0.14538E+05
    0.50400E-02    0.14721E+05
    0.51419E-02    0.14907E+05
    0.52457E-02    0.15097E+05
    0.53517E-02    0.15289E+05
    0.54598E-02    0.15482E+05
    0.55701E-02    0.15676E+05
    0.56826E-02    0.15871E+05
    0.57974E-02    0.16064E+05
    0.59145E-02    0.16256E+05
    0.60340E-02    0.16448E+05
    0.61559E-02    0.16639E+05
    0.62803E-02    0.16830E+05
    0.64072E-02    0.17021E+05
    0.65366E-02    0.17211E+05
    0.66686E-02    0.17400E+05
    0.68033E-02    0.17589E+05
    0.69408E-02    0.17776E+05
    0.70810E-02    0.17962E+05
    0.72240E-02    0.18146E+05
    0.73700E-02    0.18329E+05
    0.75189E-02    0.18511E+05
    0.76708E-02    0.18690E+05
    0.78257E-02    0.18868E+05
    0.79838E-02    0.19043E+05
    0.81451E-02    0.19216E+05
    0.83096E-02    0.19386E+05
    0.84775E-02    0.19554E+05
    0.86488E-02    0.19719E+05
    0.88235E-02    0.19881E+05
    0.90017E-02    0.20040E+05
    0.91836E-02    0.20195E+05
    0.93691E-02    0.20347E+05
    0.95583E-02    0.20494E+05
    0.97514E-02    0.20638E+05
    0.99484E-02    0.20778E+05
    0.10149E-01    0.20913E+05
    0.10354E-01    0.21043E+05
    0.10564E-01    0.21169E+05
    0.10777E-01    0.21289E+05
    0.10995E-01    0.21404E+05
    0.11217E-01    0.21514E+05
    0.11443E-01    0.21617E+05
    0.11675E-01    0.21714E+05
    0.11910E-01    0.21805E+05
    0.12151E-01    0.21890E+05
    0.12397E-01    0.21968E+05
    0.12647E-01    0.22039E+05
    0.12902E-01    0.22104E+05
    0.13163E-01    0.22160E+05
    0.13429E-01    0.22208E+05
    0.13700E-01    0.22248E+05
    0.13977E-01    0.22278E+05
    0.14259E-01    0.22300E+05
    0.14547E-01    0.22313E+05
    0.14841E-01    0.22320E+05
    0.15141E-01    0.22320E+05
    0.15447E-01    0.22315E+05
    0.15759E-01    0.22304E+05
    0.16077E-01    0.22284E+05
    0.16402E-01    0.22255E+05
    0.16734E-01    0.22213E+05
    0.17072E-01    0.22158E+05
    0.17416E-01    0.22089E+05
    0.17768E-01    0.22009E+05
    0.18127E-01    0.21917E+05
    0.18493E-01    0.21815E+05
    0.18867E-01    0.21704E+05
    0.19248E-01    0.21584E+05
    0.19637E-01    0.21452E+05
    0.20034E-01    0.21309E+05
    0.20438E-01    0.21152E+05
    0.20851E-01    0.20982E+05
    0.21272E-01    0.20799E+05
    0.21702E-01    0.20604E+05
    0.22141E-01    0.20400E+05
    0.22588E-01    0.20186E+05
    0.23044E-01    0.19965E+05
    0.23510E-01    0.19737E+05
    0.23985E-01    0.19502E+05
    0.24469E-01    0.19259E+05
    0.24964E-01    0.19010E+05
    0.25468E-01    0.18755E+05
    0.25982E-01    0.18492E+05
    0.26507E-01    0.18223E+05
    0.27043E-01    0.17947E+05
    0.27589E-01    0.17664E+05
    0.28146E-01    0.17375E+05
    0.28715E-01    0.17080E+05
    0.29295E-01    0.16780E+05
    0.29887E-01    0.16476E+05
    0.30490E-01    0.16169E+05
    0.31106E-01    0.15860E+05
    0.31735E-01    0.15550E+05
    0.32376E-01    0.15240E+05
    0.33030E-01    0.14930E+05
    0.33697E-01    0.14624E+05
    0.34378E-01    0.14320E+05
    0.35072E-01    0.14020E+05
    0.35781E-01    0.13725E+05
    0.36504E-01    0.13435E+05
    0.37241E-01    0.13151E+05
    0.37993E-01    0.12873E+05
    0.38761E-01    0.12602E+05
    0.39544E-01    0.12338E+05
    0.40343E-01    0.12082E+05
    0.41158E-01    0.11834E+05
    0.41989E-01    0.11593E+05
    0.42838E-01    0.11362E+05
    0.43703E-01    0.11141E+05
    0.44586E-01    0.10931E+05
    0.45486E-01    0.10731E+05
    0.46405E-01    0.10543E+05
    0.47343E-01    0.10365E+05
    0.48299E-01    0.10197E+05
    0.49275E-01    0.10036E+05
    0.50270E-01    0.98836E+04
    0.51286E-01    0.97377E+04
    0.52322E-01    0.95979E+04
    0.53379E-01    0.94635E+04
    0.54457E-01    0.93336E+04
    0.55557E-01    0.92075E+04
    0.56680E-01    0.90840E+04
    0.57825E-01    0.89624E+04
    0.58993E-01    0.88415E+04
    0.60184E-01    0.87198E+04
    0.61400E-01    0.85959E+04
    0.62641E-01    0.84685E+04
    0.63906E-01    0.83356E+04
    0.65197E-01    0.81951E+04
    0.66514E-01    0.80454E+04
    0.67858E-01    0.78871E+04
    0.69229E-01    0.77218E+04
    0.70627E-01    0.75510E+04
    0.72054E-01    0.73733E+04
    0.73510E-01    0.71856E+04
    0.74994E-01    0.69856E+04
    0.76509E-01    0.67757E+04
    0.78055E-01    0.65600E+04
    0.79632E-01    0.63419E+04
    0.81241E-01    0.61229E+04
    0.82882E-01    0.59044E+04
    0.84556E-01    0.56883E+04
    0.86264E-01    0.54768E+04
    0.88007E-01    0.52719E+04
    0.89785E-01    0.50757E+04
    0.91598E-01    0.48901E+04
    0.93449E-01    0.47165E+04
    0.95337E-01    0.45567E+04
    0.97263E-01    0.44119E+04
    0.99227E-01    0.42824E+04
    0.10123E+00    0.41682E+04
    0.10328E+00    0.40686E+04
    0.10536E+00    0.39821E+04
    0.10749E+00    0.39068E+04
    0.10966E+00    0.38404E+04
    0.11188E+00    0.37800E+04
    0.11414E+00    0.37229E+04
    0.11644E+00    0.36660E+04
    0.11880E+00    0.36066E+04
    0.12120E+00    0.35425E+04
    0.12365E+00    0.34715E+04
    0.12614E+00    0.33923E+04
    0.12869E+00    0.33042E+04
    0.13129E+00    0.32073E+04
    0.13394E+00    0.31026E+04
    0.13665E+00    0.29918E+04
    0.13941E+00    0.28770E+04
    0.14223E+00    0.27612E+04
    0.14510E+00    0.26475E+04
    0.14803E+00    0.25392E+04
    0.15102E+00    0.24391E+04
    0.15407E+00    0.23496E+04
    0.15718E+00    0.22718E+04
    0.16036E+00    0.22058E+04
    0.16360E+00    0.21503E+04
    0.16690E+00    0.21036E+04
    0.17028E+00    0.20633E+04
    0.17371E+00    0.20270E+04
    0.17722E+00    0.19917E+04
    0.18080E+00    0.19546E+04
    0.18446E+00    0.19130E+04
    0.18818E+00    0.18652E+04
    0.19198E+00    0.18110E+04
    0.19586E+00    0.17517E+04
    0.19982E+00    0.16894E+04
    0.20386E+00    0.16267E+04
    0.20797E+00    0.15660E+04
    0.21218E+00    0.15097E+04
    0.21646E+00    0.14596E+04
    0.22083E+00    0.14165E+04
    0.22530E+00    0.13801E+04
    0.22985E+00    0.13490E+04
    0.23449E+00    0.13213E+04
    0.23923E+00    0.12945E+04
    0.24406E+00    0.12666E+04
    0.24899E+00    0.12360E+04
    0.25402E+00    0.12024E+04
    0.25915E+00    0.11663E+04
    0.26439E+00    0.11293E+04
    0.26973E+00    0.10931E+04
    0.27518E+00    0.10593E+04
    0.28074E+00    0.10291E+04
    0.28641E+00    0.10025E+04
    0.29219E+00    0.97900E+03
    0.29810E+00    0.95730E+03
    0.30412E+00    0.93604E+03
    0.31026E+00    0.91411E+03
    0.31653E+00    0.89099E+03
    0.32292E+00    0.86702E+03
    0.32945E+00    0.84304E+03
    0.33610E+00    0.82004E+03
    0.34289E+00    0.79871E+03
    0.34982E+00    0.77924E+03
    0.35689E+00    0.76129E+03
    0.36409E+00    0.74418E+03
    0.37145E+00    0.72725E+03
    0.37895E+00    0.71009E+03
    0.38661E+00    0.69276E+03
    0.39442E+00    0.67571E+03
    0.40239E+00    0.65935E+03
    0.41052E+00    0.64393E+03
    0.41881E+00    0.62941E+03
    0.42727E+00    0.61548E+03
    0.43590E+00    0.60184E+03
    0.44471E+00    0.58832E+03
    0.45369E+00    0.57496E+03
    0.46286E+00    0.56196E+03
    0.47221E+00    0.54948E+03
    0.48174E+00    0.53752E+03
    0.49148E+00    0.52597E+03
    0.50141E+00    0.51470E+03
    0.51153E+00    0.50363E+03
    0.52187E+00    0.49280E+03
    0.53241E+00    0.48229E+03
    0.54317E+00    0.47211E+03
    0.55414E+00    0.46225E+03
    0.56533E+00    0.45262E+03
    0.57675E+00    0.44321E+03
    0.58840E+00    0.43402E+03
    0.60029E+00    0.42506E+03
    0.61242E+00    0.41635E+03
    0.62479E+00    0.40785E+03
    0.63741E+00    0.39955E+03
    0.65029E+00    0.39145E+03
    0.66342E+00    0.38353E+03
    0.67683E+00    0.37578E+03
    0.69050E+00    0.36821E+03
    0.70445E+00    0.36081E+03
    0.71868E+00    0.35356E+03
    0.73320E+00    0.34646E+03
    0.74801E+00    0.33952E+03
    0.76312E+00    0.33271E+03
    0.77854E+00    0.32604E+03
    0.79426E+00    0.31951E+03
    0.81031E+00    0.31310E+03
    0.82668E+00    0.30681E+03
    0.84338E+00    0.30065E+03
    0.86041E+00    0.29459E+03
    0.87780E+00    0.28865E+03
    0.89553E+00    0.28282E+03
    0.91362E+00    0.27709E+03
    0.93208E+00    0.27146E+03
    0.95091E+00    0.26593E+03
    0.97011E+00    0.26050E+03
    0.98971E+00    0.25515E+03
    0.10097E+01    0.24990E+03
    0.10301E+01    0.24473E+03
    0.10509E+01    0.23965E+03
    0.10721E+01    0.23465E+03
    0.10938E+01    0.22973E+03
    0.11159E+01    0.22489E+03
    0.11384E+01    0.22013E+03
    0.11614E+01    0.21544E+03
    0.11849E+01    0.21082E+03
    0.12088E+01    0.20627E+03
    0.12333E+01    0.20179E+03
    0.12582E+01    0.19738E+03
    0.12836E+01    0.19304E+03
    0.13095E+01    0.18877E+03
    0.13360E+01    0.18456E+03
    0.13630E+01    0.18041E+03
    0.13905E+01    0.17633E+03
    0.14186E+01    0.17230E+03
    0.14472E+01    0.16835E+03
    0.14765E+01    0.16445E+03
    0.15063E+01    0.16061E+03
    0.15367E+01    0.15683E+03
    0.15678E+01    0.15311E+03
    0.15994E+01    0.14945E+03
    0.16318E+01    0.14584E+03
    0.16647E+01    0.14230E+03
    0.16984E+01    0.13881E+03
    0.17327E+01    0.13537E+03
    0.17677E+01    0.13200E+03
    0.18034E+01    0.12867E+03
    0.18398E+01    0.12540E+03
    0.18770E+01    0.12219E+03
    0.19149E+01    0.11903E+03
    0.19536E+01    0.11593E+03
    0.19930E+01    0.11288E+03
    0.20333E+01    0.10988E+03
    0.20744E+01    0.10694E+03
    0.21163E+01    0.10405E+03
    0.21590E+01    0.10122E+03
    0.22026E+01    0.98437E+02
    0.22471E+01    0.95706E+02
    0.22925E+01    0.93028E+02
    0.23388E+01    0.90402E+02
    0.23861E+01    0.87827E+02
    0.24343E+01    0.85303E+02
    0.24835E+01    0.82830E+02
    0.25336E+01    0.80408E+02
    0.25848E+01    0.78037E+02
    0.26370E+01    0.75715E+02
    0.26903E+01    0.73445E+02
    0.27447E+01    0.71224E+02
    0.28001E+01    0.69052E+02
    0.28567E+01    0.66930E+02
    0.29144E+01    0.64857E+02
    0.29733E+01    0.62832E+02
    0.30333E+01    0.60855E+02
    0.30946E+01    0.58925E+02
    0.31571E+01    0.57043E+02
    0.32209E+01    0.55207E+02
    0.32860E+01    0.53417E+02
    0.33523E+01    0.51672E+02
    0.34201E+01    0.49972E+02
    0.34892E+01    0.48316E+02
    0.35596E+01    0.46705E+02
    0.36316E+01    0.45136E+02
    0.37049E+01    0.43610E+02
    0.37798E+01    0.42125E+02
    0.38561E+01    0.40682E+02
    0.39340E+01    0.39280E+02
    0.40135E+01    0.37918E+02
    0.40946E+01    0.36595E+02
    0.41773E+01    0.35310E+02
    0.42617E+01    0.34063E+02
    0.43478E+01    0.32854E+02
    0.44356E+01    0.31681E+02
    0.45252E+01    0.30544E+02
    0.46166E+01    0.29441E+02
    0.47099E+01    0.28373E+02
    0.48050E+01    0.27338E+02
    0.49021E+01    0.26336E+02
    0.50011E+01    0.25366E+02
    0.51021E+01    0.24427E+02
    0.52052E+01    0.23518E+02
    0.53104E+01    0.22640E+02
    0.54176E+01    0.21790E+02
    0.55271E+01    0.20968E+02
    0.56387E+01    0.20174E+02
    0.57526E+01    0.19407E+02
    0.58689E+01    0.18666E+02
    0.59874E+01    0.17951E+02
    0.61084E+01    0.17260E+02
    0.62318E+01    0.16593E+02
    0.63577E+01    0.15949E+02
    0.64861E+01    0.15328E+02
    0.66171E+01    0.14729E+02
    0.67508E+01    0.14152E+02
    0.68872E+01    0.13595E+02
    0.70263E+01    0.13058E+02
    0.71682E+01    0.12541E+02
    0.73130E+01    0.12043E+02
    0.74608E+01    0.11563E+02
    0.76115E+01    0.11100E+02
    0.77653E+01    0.10655E+02
    0.79221E+01    0.10226E+02
    0.80822E+01    0.98139E+01
    0.82454E+01    0.94168E+01
    0.84120E+01    0.90348E+01
    0.85819E+01    0.86673E+01
    0.87553E+01    0.83138E+01
    0.89322E+01    0.79739E+01
    0.91126E+01    0.76471E+01
    0.92967E+01    0.73329E+01
    0.94845E+01    0.70309E+01
    0.96761E+01    0.67407E+01
    0.98716E+01    0.64618E+01
    0.10071E+02    0.61939E+01
    0.10274E+02    0.59365E+01
    0.10482E+02    0.56893E+01
    0.10694E+02    0.54519E+01
    0.10910E+02    0.52240E+01
    0.11130E+02    0.50052E+01
    0.11355E+02    0.47952E+01
    0.11584E+02    0.45936E+01
    0.11818E+02    0.44001E+01
    0.12057E+02    0.42145E+01
    0.12301E+02    0.40364E+01
    0.12549E+02    0.38656E+01
    0.12803E+02    0.37017E+01
    0.13061E+02    0.35445E+01
    0.13325E+02    0.33938E+01
    0.13594E+02    0.32493E+01
    0.13869E+02    0.31107E+01
    0.14149E+02    0.29779E+01
    0.14435E+02    0.28505E+01
    0.14727E+02    0.27284E+01
    0.15024E+02    0.26114E+01
    0.15328E+02    0.24993E+01
    0.15637E+02    0.23918E+01
    0.15953E+02    0.22888E+01
    0.16275E+02    0.21901E+01
    0.16604E+02    0.20956E+01
    0.16940E+02    0.20050E+01
    0.17282E+02    0.19182E+01
    0.17631E+02    0.18351E+01
    0.17987E+02    0.17555E+01
    0.18351E+02    0.16792E+01
    0.18721E+02    0.16062E+01
    0.19099E+02    0.15363E+01
    0.19485E+02    0.14693E+01
    0.19879E+02    0.14053E+01
    0.20280E+02    0.13440E+01
    0.20690E+02    0.12853E+01
    0.21108E+02    0.12291E+01
    0.21535E+02    0.11754E+01
    0.21970E+02    0.11240E+01
    0.22413E+02    0.10748E+01
    0.22866E+02    0.10277E+01
    0.23328E+02    0.98273E+00
    0.23799E+02    0.93970E+00
    0.24280E+02    0.89854E+00
