#           k/h    P           
    0.38861E-02    0.69063E+04
    0.39646E-02    0.70072E+04
    0.40447E-02    0.71088E+04
    0.41264E-02    0.72113E+04
    0.42098E-02    0.73146E+04
    0.42948E-02    0.74188E+04
    0.43816E-02    0.75236E+04
    0.44701E-02    0.76286E+04
    0.45604E-02    0.77337E+04
    0.46525E-02    0.78386E+04
    0.47465E-02    0.79429E+04
    0.48424E-02    0.80472E+04
    0.49402E-02    0.81516E+04
    0.50400E-02    0.82566E+04
    0.51419E-02    0.83625E+04
    0.52457E-02    0.84695E+04
    0.53517E-02    0.85775E+04
    0.54598E-02    0.86861E+04
    0.55701E-02    0.87950E+04
    0.56826E-02    0.89038E+04
    0.57974E-02    0.90123E+04
    0.59145E-02    0.91206E+04
    0.60340E-02    0.92286E+04
    0.61559E-02    0.93363E+04
    0.62803E-02    0.94438E+04
    0.64072E-02    0.95511E+04
    0.65366E-02    0.96581E+04
    0.66686E-02    0.97647E+04
    0.68033E-02    0.98707E+04
    0.69408E-02    0.99761E+04
    0.70810E-02    0.10081E+05
    0.72240E-02    0.10185E+05
    0.73700E-02    0.10288E+05
    0.75189E-02    0.10390E+05
    0.76708E-02    0.10491E+05
    0.78257E-02    0.10591E+05
    0.79838E-02    0.10690E+05
    0.81451E-02    0.10788E+05
    0.83096E-02    0.10884E+05
    0.84775E-02    0.10979E+05
    0.86488E-02    0.11072E+05
    0.88235E-02    0.11163E+05
    0.90017E-02    0.11253E+05
    0.91836E-02    0.11341E+05
    0.93691E-02    0.11426E+05
    0.95583E-02    0.11510E+05
    0.97514E-02    0.11591E+05
    0.99484E-02    0.11670E+05
    0.10149E-01    0.11747E+05
    0.10354E-01    0.11821E+05
    0.10564E-01    0.11892E+05
    0.10777E-01    0.11960E+05
    0.10995E-01    0.12025E+05
    0.11217E-01    0.12087E+05
    0.11443E-01    0.12146E+05
    0.11675E-01    0.12202E+05
    0.11910E-01    0.12254E+05
    0.12151E-01    0.12302E+05
    0.12397E-01    0.12347E+05
    0.12647E-01    0.12388E+05
    0.12902E-01    0.12424E+05
    0.13163E-01    0.12457E+05
    0.13429E-01    0.12485E+05
    0.13700E-01    0.12508E+05
    0.13977E-01    0.12526E+05
    0.14259E-01    0.12539E+05
    0.14547E-01    0.12548E+05
    0.14841E-01    0.12552E+05
    0.15141E-01    0.12553E+05
    0.15447E-01    0.12552E+05
    0.15759E-01    0.12546E+05
    0.16077E-01    0.12536E+05
    0.16402E-01    0.12521E+05
    0.16734E-01    0.12498E+05
    0.17072E-01    0.12468E+05
    0.17416E-01    0.12431E+05
    0.17768E-01    0.12386E+05
    0.18127E-01    0.12336E+05
    0.18493E-01    0.12280E+05
    0.18867E-01    0.12218E+05
    0.19248E-01    0.12152E+05
    0.19637E-01    0.12079E+05
    0.20034E-01    0.11999E+05
    0.20438E-01    0.11912E+05
    0.20851E-01    0.11818E+05
    0.21272E-01    0.11716E+05
    0.21702E-01    0.11607E+05
    0.22141E-01    0.11493E+05
    0.22588E-01    0.11374E+05
    0.23044E-01    0.11251E+05
    0.23510E-01    0.11123E+05
    0.23985E-01    0.10992E+05
    0.24469E-01    0.10857E+05
    0.24964E-01    0.10717E+05
    0.25468E-01    0.10574E+05
    0.25982E-01    0.10428E+05
    0.26507E-01    0.10277E+05
    0.27043E-01    0.10122E+05
    0.27589E-01    0.99641E+04
    0.28146E-01    0.98020E+04
    0.28715E-01    0.96367E+04
    0.29295E-01    0.94686E+04
    0.29887E-01    0.92982E+04
    0.30490E-01    0.91260E+04
    0.31106E-01    0.89525E+04
    0.31735E-01    0.87783E+04
    0.32376E-01    0.86041E+04
    0.33030E-01    0.84305E+04
    0.33697E-01    0.82582E+04
    0.34378E-01    0.80876E+04
    0.35072E-01    0.79192E+04
    0.35781E-01    0.77533E+04
    0.36504E-01    0.75903E+04
    0.37241E-01    0.74306E+04
    0.37993E-01    0.72743E+04
    0.38761E-01    0.71219E+04
    0.39544E-01    0.69734E+04
    0.40343E-01    0.68292E+04
    0.41158E-01    0.66893E+04
    0.41989E-01    0.65541E+04
    0.42838E-01    0.64240E+04
    0.43703E-01    0.62994E+04
    0.44586E-01    0.61808E+04
    0.45486E-01    0.60686E+04
    0.46405E-01    0.59626E+04
    0.47343E-01    0.58623E+04
    0.48299E-01    0.57673E+04
    0.49275E-01    0.56770E+04
    0.50270E-01    0.55909E+04
    0.51286E-01    0.55087E+04
    0.52322E-01    0.54298E+04
    0.53379E-01    0.53539E+04
    0.54457E-01    0.52807E+04
    0.55557E-01    0.52094E+04
    0.56680E-01    0.51397E+04
    0.57825E-01    0.50709E+04
    0.58993E-01    0.50025E+04
    0.60184E-01    0.49336E+04
    0.61400E-01    0.48634E+04
    0.62641E-01    0.47912E+04
    0.63906E-01    0.47158E+04
    0.65197E-01    0.46360E+04
    0.66514E-01    0.45509E+04
    0.67858E-01    0.44609E+04
    0.69229E-01    0.43668E+04
    0.70627E-01    0.42696E+04
    0.72054E-01    0.41684E+04
    0.73510E-01    0.40614E+04
    0.74994E-01    0.39474E+04
    0.76509E-01    0.38278E+04
    0.78055E-01    0.37048E+04
    0.79632E-01    0.35802E+04
    0.81241E-01    0.34552E+04
    0.82882E-01    0.33304E+04
    0.84556E-01    0.32070E+04
    0.86264E-01    0.30860E+04
    0.88007E-01    0.29688E+04
    0.89785E-01    0.28565E+04
    0.91598E-01    0.27501E+04
    0.93449E-01    0.26507E+04
    0.95337E-01    0.25590E+04
    0.97263E-01    0.24758E+04
    0.99227E-01    0.24013E+04
    0.10123E+00    0.23355E+04
    0.10328E+00    0.22781E+04
    0.10536E+00    0.22281E+04
    0.10749E+00    0.21845E+04
    0.10966E+00    0.21459E+04
    0.11188E+00    0.21107E+04
    0.11414E+00    0.20773E+04
    0.11644E+00    0.20441E+04
    0.11880E+00    0.20095E+04
    0.12120E+00    0.19721E+04
    0.12365E+00    0.19308E+04
    0.12614E+00    0.18848E+04
    0.12869E+00    0.18337E+04
    0.13129E+00    0.17777E+04
    0.13394E+00    0.17172E+04
    0.13665E+00    0.16533E+04
    0.13941E+00    0.15871E+04
    0.14223E+00    0.15203E+04
    0.14510E+00    0.14547E+04
    0.14803E+00    0.13922E+04
    0.15102E+00    0.13343E+04
    0.15407E+00    0.12826E+04
    0.15718E+00    0.12375E+04
    0.16036E+00    0.11991E+04
    0.16360E+00    0.11667E+04
    0.16690E+00    0.11394E+04
    0.17028E+00    0.11158E+04
    0.17371E+00    0.10944E+04
    0.17722E+00    0.10736E+04
    0.18080E+00    0.10518E+04
    0.18446E+00    0.10274E+04
    0.18818E+00    0.99959E+03
    0.19198E+00    0.96812E+03
    0.19586E+00    0.93376E+03
    0.19982E+00    0.89772E+03
    0.20386E+00    0.86144E+03
    0.20797E+00    0.82634E+03
    0.21218E+00    0.79374E+03
    0.21646E+00    0.76470E+03
    0.22083E+00    0.73968E+03
    0.22530E+00    0.71852E+03
    0.22985E+00    0.70044E+03
    0.23449E+00    0.68427E+03
    0.23923E+00    0.66870E+03
    0.24406E+00    0.65249E+03
    0.24899E+00    0.63477E+03
    0.25402E+00    0.61529E+03
    0.25915E+00    0.59447E+03
    0.26439E+00    0.57313E+03
    0.26973E+00    0.55225E+03
    0.27518E+00    0.53278E+03
    0.28074E+00    0.51533E+03
    0.28641E+00    0.50005E+03
    0.29219E+00    0.48654E+03
    0.29810E+00    0.47409E+03
    0.30412E+00    0.46192E+03
    0.31026E+00    0.44938E+03
    0.31653E+00    0.43617E+03
    0.32292E+00    0.42247E+03
    0.32945E+00    0.40878E+03
    0.33610E+00    0.39567E+03
    0.34289E+00    0.38355E+03
    0.34982E+00    0.37252E+03
    0.35689E+00    0.36238E+03
    0.36409E+00    0.35276E+03
    0.37145E+00    0.34325E+03
    0.37895E+00    0.33362E+03
    0.38661E+00    0.32390E+03
    0.39442E+00    0.31435E+03
    0.40239E+00    0.30521E+03
    0.41052E+00    0.29664E+03
    0.41881E+00    0.28861E+03
    0.42727E+00    0.28094E+03
    0.43590E+00    0.27345E+03
    0.44471E+00    0.26605E+03
    0.45369E+00    0.25874E+03
    0.46286E+00    0.25165E+03
    0.47221E+00    0.24488E+03
    0.48174E+00    0.23843E+03
    0.49148E+00    0.23223E+03
    0.50141E+00    0.22621E+03
    0.51153E+00    0.22031E+03
    0.52187E+00    0.21456E+03
    0.53241E+00    0.20901E+03
    0.54317E+00    0.20367E+03
    0.55414E+00    0.19852E+03
    0.56533E+00    0.19353E+03
    0.57675E+00    0.18866E+03
    0.58840E+00    0.18394E+03
    0.60029E+00    0.17936E+03
    0.61242E+00    0.17494E+03
    0.62479E+00    0.17065E+03
    0.63741E+00    0.16649E+03
    0.65029E+00    0.16245E+03
    0.66342E+00    0.15853E+03
    0.67683E+00    0.15472E+03
    0.69050E+00    0.15102E+03
    0.70445E+00    0.14742E+03
    0.71868E+00    0.14392E+03
    0.73320E+00    0.14052E+03
    0.74801E+00    0.13722E+03
    0.76312E+00    0.13400E+03
    0.77854E+00    0.13087E+03
    0.79426E+00    0.12782E+03
    0.81031E+00    0.12486E+03
    0.82668E+00    0.12197E+03
    0.84338E+00    0.11915E+03
    0.86041E+00    0.11641E+03
    0.87780E+00    0.11374E+03
    0.89553E+00    0.11113E+03
    0.91362E+00    0.10859E+03
    0.93208E+00    0.10612E+03
    0.95091E+00    0.10370E+03
    0.97011E+00    0.10134E+03
    0.98971E+00    0.99035E+02
    0.10097E+01    0.96785E+02
    0.10301E+01    0.94588E+02
    0.10509E+01    0.92441E+02
    0.10721E+01    0.90343E+02
    0.10938E+01    0.88291E+02
    0.11159E+01    0.86285E+02
    0.11384E+01    0.84323E+02
    0.11614E+01    0.82403E+02
    0.11849E+01    0.80525E+02
    0.12088E+01    0.78686E+02
    0.12333E+01    0.76886E+02
    0.12582E+01    0.75123E+02
    0.12836E+01    0.73397E+02
    0.13095E+01    0.71706E+02
    0.13360E+01    0.70049E+02
    0.13630E+01    0.68426E+02
    0.13905E+01    0.66836E+02
    0.14186E+01    0.65277E+02
    0.14472E+01    0.63750E+02
    0.14765E+01    0.62252E+02
    0.15063E+01    0.60784E+02
    0.15367E+01    0.59345E+02
    0.15678E+01    0.57933E+02
    0.15994E+01    0.56550E+02
    0.16318E+01    0.55192E+02
    0.16647E+01    0.53862E+02
    0.16984E+01    0.52556E+02
    0.17327E+01    0.51276E+02
    0.17677E+01    0.50020E+02
    0.18034E+01    0.48789E+02
    0.18398E+01    0.47581E+02
    0.18770E+01    0.46396E+02
    0.19149E+01    0.45234E+02
    0.19536E+01    0.44095E+02
    0.19930E+01    0.42978E+02
    0.20333E+01    0.41882E+02
    0.20744E+01    0.40808E+02
    0.21163E+01    0.39755E+02
    0.21590E+01    0.38722E+02
    0.22026E+01    0.37710E+02
    0.22471E+01    0.36718E+02
    0.22925E+01    0.35745E+02
    0.23388E+01    0.34792E+02
    0.23861E+01    0.33858E+02
    0.24343E+01    0.32943E+02
    0.24835E+01    0.32046E+02
    0.25336E+01    0.31168E+02
    0.25848E+01    0.30308E+02
    0.26370E+01    0.29465E+02
    0.26903E+01    0.28641E+02
    0.27447E+01    0.27833E+02
    0.28001E+01    0.27043E+02
    0.28567E+01    0.26270E+02
    0.29144E+01    0.25513E+02
    0.29733E+01    0.24773E+02
    0.30333E+01    0.24050E+02
    0.30946E+01    0.23342E+02
    0.31571E+01    0.22650E+02
    0.32209E+01    0.21974E+02
    0.32860E+01    0.21313E+02
    0.33523E+01    0.20667E+02
    0.34201E+01    0.20037E+02
    0.34892E+01    0.19421E+02
    0.35596E+01    0.18819E+02
    0.36316E+01    0.18233E+02
    0.37049E+01    0.17660E+02
    0.37798E+01    0.17101E+02
    0.38561E+01    0.16556E+02
    0.39340E+01    0.16025E+02
    0.40135E+01    0.15507E+02
    0.40946E+01    0.15003E+02
    0.41773E+01    0.14511E+02
    0.42617E+01    0.14033E+02
    0.43478E+01    0.13567E+02
    0.44356E+01    0.13113E+02
    0.45252E+01    0.12672E+02
    0.46166E+01    0.12242E+02
    0.47099E+01    0.11824E+02
    0.48050E+01    0.11418E+02
    0.49021E+01    0.11024E+02
    0.50011E+01    0.10640E+02
    0.51021E+01    0.10268E+02
    0.52052E+01    0.99059E+01
    0.53104E+01    0.95548E+01
    0.54176E+01    0.92141E+01
    0.55271E+01    0.88836E+01
    0.56387E+01    0.85631E+01
    0.57526E+01    0.82524E+01
    0.58689E+01    0.79513E+01
    0.59874E+01    0.76595E+01
    0.61084E+01    0.73769E+01
    0.62318E+01    0.71033E+01
    0.63577E+01    0.68385E+01
    0.64861E+01    0.65822E+01
    0.66171E+01    0.63342E+01
    0.67508E+01    0.60943E+01
    0.68872E+01    0.58625E+01
    0.70263E+01    0.56383E+01
    0.71682E+01    0.54217E+01
    0.73130E+01    0.52125E+01
    0.74608E+01    0.50104E+01
    0.76115E+01    0.48153E+01
    0.77653E+01    0.46270E+01
    0.79221E+01    0.44452E+01
    0.80822E+01    0.42699E+01
    0.82454E+01    0.41008E+01
    0.84120E+01    0.39377E+01
    0.85819E+01    0.37805E+01
    0.87553E+01    0.36290E+01
    0.89322E+01    0.34830E+01
    0.91126E+01    0.33424E+01
    0.92967E+01    0.32069E+01
    0.94845E+01    0.30765E+01
    0.96761E+01    0.29510E+01
    0.98716E+01    0.28301E+01
    0.10071E+02    0.27139E+01
    0.10274E+02    0.26020E+01
    0.10482E+02    0.24945E+01
    0.10694E+02    0.23910E+01
    0.10910E+02    0.22916E+01
    0.11130E+02    0.21960E+01
    0.11355E+02    0.21042E+01
    0.11584E+02    0.20159E+01
    0.11818E+02    0.19311E+01
    0.12057E+02    0.18497E+01
    0.12301E+02    0.17715E+01
    0.12549E+02    0.16964E+01
    0.12803E+02    0.16244E+01
    0.13061E+02    0.15552E+01
    0.13325E+02    0.14888E+01
    0.13594E+02    0.14251E+01
    0.13869E+02    0.13640E+01
    0.14149E+02    0.13054E+01
    0.14435E+02    0.12492E+01
    0.14727E+02    0.11953E+01
    0.15024E+02    0.11436E+01
    0.15328E+02    0.10941E+01
    0.15637E+02    0.10465E+01
    0.15953E+02    0.10010E+01
    0.16275E+02    0.95734E+00
    0.16604E+02    0.91551E+00
    0.16940E+02    0.87543E+00
    0.17282E+02    0.83703E+00
    0.17631E+02    0.80024E+00
    0.17987E+02    0.76501E+00
    0.18351E+02    0.73126E+00
    0.18721E+02    0.69895E+00
    0.19099E+02    0.66802E+00
    0.19485E+02    0.63842E+00
    0.19879E+02    0.61009E+00
    0.20280E+02    0.58299E+00
    0.20690E+02    0.55706E+00
    0.21108E+02    0.53226E+00
    0.21535E+02    0.50854E+00
    0.21970E+02    0.48587E+00
    0.22413E+02    0.46419E+00
    0.22866E+02    0.44347E+00
    0.23328E+02    0.42366E+00
    0.23799E+02    0.40473E+00
    0.24280E+02    0.38665E+00
