# SKA_b2_LSST HIRAX512_z1_0_LSST ell HIRAX_z1_0_LSST HIRAX512_z1_8_LSST HIRAX_z1_4_LSST SKA_b1_LSST HIRAX512_z1_4_LSST HIRAX_z1_8_LSST
3.3408897868223515 1.3325393480870272e-99 121 1.3325393480870272e-99 1.4898145213072513 8.275903356446208e-100 4.591008494068073 8.275903356446208e-100 1.5111992669378058
3.343568701687756 1.334577030006454e-99 122 1.334577030006454e-99 1.4923614998280403 8.268424859688195e-100 4.5519480176658895 8.268424859688195e-100 1.5140119009865434
3.3461574915417427 1.3366494015128506e-99 123 1.3366494015128506e-99 1.4949182083770904 8.261826819037936e-100 4.510887426287754 8.261826819037936e-100 1.5168360501663216
3.3486453814973007 1.3387384064836122e-99 124 1.3387384064836122e-99 1.4974789349523194 8.256207356794722e-100 4.467831586828643 8.256207356794722e-100 1.5196660366862216
3.351031870686742 1.3408366440917013e-99 125 1.3408366440917013e-99 1.5000486364225707 8.251477837469112e-100 4.422793611581701 8.251477837469112e-100 1.5225067879022074
3.353263314869748 1.3429288502349519e-99 126 1.3429288502349519e-99 1.502629895900791 8.247678228605936e-100 4.375785955193197 2.2384436935471146 1.5253607425500864
3.3553588506407626 1.3450043638318136e-99 127 1.3450043638318136e-99 1.5052166766926998 2.2770782416800306 4.326838583300538 2.2456608634076876 1.528221995406145
3.3572732201185773 1.3470551887905918e-99 128 1.3470551887905918e-99 1.5078193114290617 2.284764769906425 4.275977096936463 2.2529656157237543 1.5311006736055992
3.358988462599761 1.3490670270327425e-99 129 1.3490670270327425e-99 1.5104314875850662 2.292549187080247 4.223241393544541 2.2603677637141666 1.5339905070825481
3.360509335751644 1.3510349803441127e-99 130 1.3510349803441127e-99 1.5130570465507742 2.300420986882774 4.168677897681122 2.2678567055120795 1.5368953322474486
3.3617769802803377 1.352947088028135e-99 131 1.352947088028135e-99 1.5157003998743597 2.3083823956104794 4.112335493131021 2.2754347545007994 1.5398193717420507
3.362803519613959 1.3547955392168124e-99 132 1.3547955392168124e-99 1.5183537497330781 2.3164345181334016 4.054278480279627 2.2831032592918534 1.5427549826168367
3.363554666064671 1.3565754177593288e-99 133 1.3565754177593288e-99 1.5210276803671083 2.324564867893671 3.994564801727745 2.2908495100472233 1.5457125548741542
3.3639962333400235 1.3582742954117886e-99 134 1.3582742954117886e-99 1.5237188130362864 2.3327796542519077 3.933271132774844 2.2986799850122415 1.5486886482941165
3.3641356909483697 1.3598863932369668e-99 135 1.3598863932369668e-99 1.526424525498079 2.341071401183796 3.870477528435418 2.306587251182416 1.55168074693986
3.363927812764348 1.3614046735823645e-99 136 1.3614046735823645e-99 1.5291555682934441 2.3494330762893503 3.806260603212725 2.3145641077162034 1.5546993436319008
3.36335786345456 1.3628173821864533e-99 137 1.3628173821864533e-99 1.5319036544602163 2.3578699667763905 3.7407180056705864 2.32261615096733 1.5577362535405952
3.3624255938147365 1.364117798255887e-99 138 1.364117798255887e-99 1.5346745325944702 2.3663690193738764 3.673943572736265 2.3307301383165755 1.5607971759874102
3.3610810164730833 1.365297485744618e-99 139 1.365297485744618e-99 1.5374737083664676 2.3749293148566557 3.6060365380069053 2.3389051508950485 1.563887398630244
3.3593251554645267 1.3663446282401533e-99 140 1.3663446282401533e-99 1.5402919568873719 2.3835507283536366 3.537104544461245 2.3471413016233296 1.5669978599549121
3.3571424945114585 1.367252314850021e-99 141 1.367252314850021e-99 1.5431396060074667 2.3922183154321077 3.4672516172109193 2.3554233444821526 1.5701387011549797
3.354489746365196 1.3680115601495565e-99 142 1.3680115601495565e-99 1.5460172017369564 2.4009340878937198 3.3965873809830467 2.3637534093582664 1.5733103110277544
3.3513749067504124 1.3686141017855167e-99 143 1.3686141017855167e-99 1.5489170839101185 2.4096942333571953 3.325231707630708 2.372127820692768 1.5765052115246407
3.3477769226336527 1.3690557373331517e-99 144 1.3690557373331517e-99 1.551852437750235 2.4184853243248767 3.253291342724509 2.380532775971674 1.5797363438038958
3.343666540910931 1.3693295454774197e-99 145 1.3693295454774197e-99 1.5548213395397033 2.4273105295383512 3.1808886402243393 2.388971591647867 1.5830016908618223
3.33904972105211 1.3694312938269713e-99 146 1.3694312938269713e-99 1.5578171692317244 2.4361634097089064 3.1081399828492553 2.397437896359035 1.5862947922830732
3.333901403156534 1.3693575999619765e-99 147 1.3693575999619765e-99 1.5608510785450662 2.4450326233013766 3.0351548306629446 2.405920028380718 1.5896265280084203
3.328203004928756 1.3691026901158378e-99 148 1.3691026901158378e-99 1.5639190555923868 2.4539207476181955 2.9620516918061144 2.414420735985651 1.5929928213553979
3.3219589407338685 1.3686651871883242e-99 149 1.3686651871883242e-99 1.567015318107258 2.46282034139044 2.888942628465801 2.422932614311996 1.5963880131658619
3.31514668461266 1.3680431316885428e-99 150 1.3680431316885428e-99 1.570149998270888 2.471722025863053 2.8159333925268446 2.4314459862221343 1.5998219605647646
3.3077534628882805 1.3672332367341546e-99 151 1.3672332367341546e-99 1.573318490423224 2.4806277425440055 2.7431341124677657 2.4399629310837847 1.603290033001936
3.299785142731411 1.3662363318155586e-99 152 1.3662363318155586e-99 1.5765141019343125 2.4895303416957804 2.670649514715483 2.4484763167219707 1.6067857067106872
3.291179241122997 3.0868412555157976 153 3.1304071123509023 1.5797458264060713 2.49842082260822 2.598574700027599 2.456976847040003 1.610317712251622
3.281966348259552 3.094343757996153 154 3.138384840759238 1.583009164542597 2.507299325748644 2.5270074211566076 2.4654647662223166 1.6138815159026039
3.2721552981626094 3.101613407585605 155 3.146136725538849 1.5862961345584985 2.516159559662996 2.4560394154270595 2.473933813943397 1.6174693294861746
3.2617378606487892 3.1086479656604293 156 3.153660689348511 1.5896144398070782 2.5249929869870527 2.3857508538931915 2.4823751758884316 1.6210886069000674
3.2507076178807592 3.115445690206743 157 3.160955169055235 1.5929611026245794 2.5337992685328627 2.3162263724166046 2.490788571158796 1.6247363072876841
3.239064141870753 3.1220074545278282 158 3.168021103694406 1.5963267635090068 2.5425730242372895 2.2475412511551007 2.4991686718591204 1.6284033088253393
3.226809259554119 3.1283316649219324 159 3.1748570472612525 1.599718489356335 2.551304974374088 2.17976194880701 2.507505904429741 1.6320964511912204
3.213937102091756 3.134417990548385 160 3.181462820680247 1.6031354705014143 2.559993961533105 2.1129541924122712 2.5157991000654136 1.6358148225654863
3.2004524711003306 3.1402691632209767 161 3.187841201469729 1.6065667330234608 2.5686359845315727 2.047178019797032 2.524044324522274 1.6395477483249676
3.186356101116846 3.1458842109007548 162 3.193991344083682 1.6100163980618911 2.5772220534052317 1.9824849530397861 2.5322323443932153 1.6432991854082601
3.1716489893372657 3.151265154523116 163 3.199915356767831 1.6134859078916108 2.5857485526615998 1.9189232889204806 2.540359439245294 1.6470704279750448
3.1563342100987346 3.156414818137172 164 3.2056160690707616 1.6169643914307916 2.5942109253629972 1.8565352791418106 2.5484211051445995 1.6508508915142472
3.140419568464614 3.16133512597801 165 3.2110954673704772 1.6204517353983106 2.6026012728501113 1.7953584482002458 2.5564092803867804 1.6546404220528068
3.1239097385105206 3.1660295671646077 166 3.2163571290114894 1.6239519085424867 2.6109159915776603 1.7354242901737922 2.564320168388151 1.6584428353704186
3.1068096884589145 3.1705015474100504 167 3.2214044349491484 1.6274581124097351 2.6191502135871003 1.6767620297620816 2.5721488914396082 1.6622514734794573
3.0891271960165536 3.1747566216661673 168 3.226242905994136 1.63096496762758 2.6272976476812375 1.6193944573513028 2.5798891054323603 1.666061081762926
3.070869900721209 3.1787958384639654 169 3.2308736975722727 1.6344772448237865 2.6353523713477496 1.5633377968561029 2.5875346285162153 1.6698762508849667
3.0520437639898574 3.182623954272441 170 3.235301474712326 1.6379924994240909 2.643307694854143 1.5086080832326805 2.5950786772681194 1.6736945166891528
3.0326625798842133 3.1862494301205744 171 3.2395345958729913 1.641502421214738 2.651159466135471 1.455214806844398 2.6025170909866318 1.6775078207780887
