#           k/h    P           
    0.66514E-01    0.12980E+04
    0.67858E-01    0.12723E+04
    0.69229E-01    0.12454E+04
    0.70627E-01    0.12176E+04
    0.72054E-01    0.11886E+04
    0.73510E-01    0.11578E+04
    0.74994E-01    0.11250E+04
    0.76509E-01    0.10904E+04
    0.78055E-01    0.10548E+04
    0.79632E-01    0.10187E+04
    0.81241E-01    0.98237E+03
    0.82882E-01    0.94609E+03
    0.84556E-01    0.91014E+03
    0.86264E-01    0.87491E+03
    0.88007E-01    0.84073E+03
    0.89785E-01    0.80796E+03
    0.91598E-01    0.77693E+03
    0.93449E-01    0.74791E+03
    0.95337E-01    0.72118E+03
    0.97263E-01    0.69695E+03
    0.99227E-01    0.67532E+03
    0.10123E+00    0.65625E+03
    0.10328E+00    0.63968E+03
    0.10536E+00    0.62533E+03
    0.10749E+00    0.61290E+03
    0.10966E+00    0.60198E+03
    0.11188E+00    0.59209E+03
    0.11414E+00    0.58276E+03
    0.11644E+00    0.57347E+03
    0.11880E+00    0.56375E+03
    0.12120E+00    0.55319E+03
    0.12365E+00    0.54143E+03
    0.12614E+00    0.52822E+03
    0.12869E+00    0.51343E+03
    0.13129E+00    0.49708E+03
    0.13394E+00    0.47932E+03
    0.13665E+00    0.46045E+03
    0.13941E+00    0.44085E+03
    0.14223E+00    0.42102E+03
    0.14510E+00    0.40151E+03
    0.14803E+00    0.38290E+03
    0.15102E+00    0.36571E+03
    0.15407E+00    0.35036E+03
    0.15718E+00    0.33705E+03
    0.16036E+00    0.32581E+03
    0.16360E+00    0.31643E+03
    0.16690E+00    0.30861E+03
    0.17028E+00    0.30194E+03
    0.17371E+00    0.29596E+03
    0.17722E+00    0.29018E+03
    0.18080E+00    0.28405E+03
    0.18446E+00    0.27711E+03
    0.18818E+00    0.26904E+03
    0.19198E+00    0.25980E+03
    0.19586E+00    0.24960E+03
    0.19982E+00    0.23883E+03
    0.20386E+00    0.22795E+03
    0.20797E+00    0.21741E+03
    0.21218E+00    0.20764E+03
    0.21646E+00    0.19899E+03
    0.22083E+00    0.19161E+03
    0.22530E+00    0.18546E+03
    0.22985E+00    0.18029E+03
    0.23449E+00    0.17573E+03
    0.23923E+00    0.17135E+03
    0.24406E+00    0.16675E+03
    0.24899E+00    0.16164E+03
    0.25402E+00    0.15593E+03
    0.25915E+00    0.14975E+03
    0.26439E+00    0.14338E+03
    0.26973E+00    0.13714E+03
    0.27518E+00    0.13134E+03
    0.28074E+00    0.12619E+03
    0.28641E+00    0.12174E+03
    0.29219E+00    0.11788E+03
    0.29810E+00    0.11435E+03
    0.30412E+00    0.11091E+03
    0.31026E+00    0.10732E+03
    0.31653E+00    0.10350E+03
    0.32292E+00    0.99484E+02
    0.32945E+00    0.95458E+02
    0.33610E+00    0.91610E+02
    0.34289E+00    0.88082E+02
    0.34982E+00    0.84916E+02
    0.35689E+00    0.82046E+02
    0.36409E+00    0.79339E+02
    0.37145E+00    0.76660E+02
    0.37895E+00    0.73923E+02
    0.38661E+00    0.71141E+02
    0.39442E+00    0.68403E+02
    0.40239E+00    0.65797E+02
    0.41052E+00    0.63375E+02
    0.41881E+00    0.61136E+02
    0.42727E+00    0.59014E+02
    0.43590E+00    0.56943E+02
    0.44471E+00    0.54887E+02
    0.45369E+00    0.52856E+02
    0.46286E+00    0.50893E+02
    0.47221E+00    0.49033E+02
    0.48174E+00    0.47278E+02
    0.49148E+00    0.45607E+02
    0.50141E+00    0.43987E+02
    0.51153E+00    0.42402E+02
    0.52187E+00    0.40864E+02
    0.53241E+00    0.39387E+02
    0.54317E+00    0.37980E+02
    0.55414E+00    0.36634E+02
    0.56533E+00    0.35337E+02
    0.57675E+00    0.34079E+02
    0.58840E+00    0.32865E+02
    0.60029E+00    0.31699E+02
    0.61242E+00    0.30580E+02
    0.62479E+00    0.29506E+02
    0.63741E+00    0.28472E+02
    0.65029E+00    0.27477E+02
    0.66342E+00    0.26519E+02
    0.67683E+00    0.25597E+02
    0.69050E+00    0.24709E+02
    0.70445E+00    0.23854E+02
    0.71868E+00    0.23031E+02
    0.73320E+00    0.22239E+02
    0.74801E+00    0.21476E+02
    0.76312E+00    0.20743E+02
    0.77854E+00    0.20036E+02
    0.79426E+00    0.19356E+02
    0.81031E+00    0.18702E+02
    0.82668E+00    0.18072E+02
    0.84338E+00    0.17466E+02
    0.86041E+00    0.16883E+02
    0.87780E+00    0.16322E+02
    0.89553E+00    0.15781E+02
    0.91362E+00    0.15261E+02
    0.93208E+00    0.14761E+02
    0.95091E+00    0.14279E+02
    0.97011E+00    0.13815E+02
    0.98971E+00    0.13368E+02
    0.10097E+01    0.12937E+02
    0.10301E+01    0.12522E+02
    0.10509E+01    0.12123E+02
    0.10721E+01    0.11738E+02
    0.10938E+01    0.11367E+02
    0.11159E+01    0.11010E+02
    0.11384E+01    0.10665E+02
    0.11614E+01    0.10333E+02
    0.11849E+01    0.10013E+02
    0.12088E+01    0.97039E+01
    0.12333E+01    0.94061E+01
    0.12582E+01    0.91189E+01
    0.12836E+01    0.88418E+01
    0.13095E+01    0.85745E+01
    0.13360E+01    0.83165E+01
    0.13630E+01    0.80674E+01
    0.13905E+01    0.78270E+01
    0.14186E+01    0.75949E+01
    0.14472E+01    0.73707E+01
    0.14765E+01    0.71541E+01
    0.15063E+01    0.69449E+01
    0.15367E+01    0.67427E+01
    0.15678E+01    0.65473E+01
    0.15994E+01    0.63584E+01
    0.16318E+01    0.61758E+01
    0.16647E+01    0.59992E+01
    0.16984E+01    0.58284E+01
    0.17327E+01    0.56632E+01
    0.17677E+01    0.55033E+01
    0.18034E+01    0.53486E+01
    0.18398E+01    0.51989E+01
    0.18770E+01    0.50539E+01
    0.19149E+01    0.49135E+01
    0.19536E+01    0.47775E+01
    0.19930E+01    0.46457E+01
    0.20333E+01    0.45180E+01
    0.20744E+01    0.43942E+01
    0.21163E+01    0.42741E+01
    0.21590E+01    0.41577E+01
    0.22026E+01    0.40448E+01
    0.22471E+01    0.39352E+01
    0.22925E+01    0.38289E+01
    0.23388E+01    0.37257E+01
    0.23861E+01    0.36255E+01
    0.24343E+01    0.35283E+01
    0.24835E+01    0.34338E+01
    0.25336E+01    0.33420E+01
    0.25848E+01    0.32528E+01
    0.26370E+01    0.31661E+01
    0.26903E+01    0.30819E+01
    0.27447E+01    0.29999E+01
    0.28001E+01    0.29203E+01
    0.28567E+01    0.28428E+01
    0.29144E+01    0.27674E+01
    0.29733E+01    0.26940E+01
    0.30333E+01    0.26226E+01
    0.30946E+01    0.25531E+01
    0.31571E+01    0.24855E+01
    0.32209E+01    0.24196E+01
    0.32860E+01    0.23554E+01
    0.33523E+01    0.22929E+01
    0.34201E+01    0.22320E+01
    0.34892E+01    0.21726E+01
    0.35596E+01    0.21148E+01
    0.36316E+01    0.20584E+01
    0.37049E+01    0.20034E+01
    0.37798E+01    0.19499E+01
    0.38561E+01    0.18976E+01
    0.39340E+01    0.18467E+01
    0.40135E+01    0.17970E+01
    0.40946E+01    0.17485E+01
    0.41773E+01    0.17013E+01
    0.42617E+01    0.16552E+01
    0.43478E+01    0.16102E+01
    0.44356E+01    0.15663E+01
    0.45252E+01    0.15234E+01
    0.46166E+01    0.14816E+01
    0.47099E+01    0.14408E+01
    0.48050E+01    0.14010E+01
    0.49021E+01    0.13621E+01
    0.50011E+01    0.13242E+01
    0.51021E+01    0.12872E+01
    0.52052E+01    0.12510E+01
    0.53104E+01    0.12158E+01
    0.54176E+01    0.11814E+01
    0.55271E+01    0.11478E+01
    0.56387E+01    0.11150E+01
    0.57526E+01    0.10830E+01
    0.58689E+01    0.10518E+01
    0.59874E+01    0.10213E+01
    0.61084E+01    0.99156E+00
    0.62318E+01    0.96255E+00
    0.63577E+01    0.93424E+00
    0.64861E+01    0.90662E+00
    0.66171E+01    0.87967E+00
    0.67508E+01    0.85339E+00
    0.68872E+01    0.82775E+00
    0.70263E+01    0.80275E+00
    0.71682E+01    0.77836E+00
    0.73130E+01    0.75459E+00
    0.74608E+01    0.73141E+00
    0.76115E+01    0.70882E+00
    0.77653E+01    0.68680E+00
    0.79221E+01    0.66535E+00
    0.80822E+01    0.64444E+00
    0.82454E+01    0.62407E+00
    0.84120E+01    0.60423E+00
    0.85819E+01    0.58491E+00
    0.87553E+01    0.56610E+00
    0.89322E+01    0.54778E+00
    0.91126E+01    0.52995E+00
    0.92967E+01    0.51260E+00
    0.94845E+01    0.49571E+00
    0.96761E+01    0.47928E+00
    0.98716E+01    0.46331E+00
    0.10071E+02    0.44778E+00
    0.10274E+02    0.43268E+00
    0.10482E+02    0.41800E+00
    0.10694E+02    0.40375E+00
    0.10910E+02    0.38990E+00
    0.11130E+02    0.37646E+00
    0.11355E+02    0.36340E+00
    0.11584E+02    0.35073E+00
    0.11818E+02    0.33844E+00
    0.12057E+02    0.32651E+00
    0.12301E+02    0.31494E+00
    0.12549E+02    0.30372E+00
    0.12803E+02    0.29284E+00
    0.13061E+02    0.28230E+00
    0.13325E+02    0.27209E+00
    0.13594E+02    0.26219E+00
    0.13869E+02    0.25260E+00
    0.14149E+02    0.24331E+00
    0.14435E+02    0.23431E+00
    0.14727E+02    0.22560E+00
    0.15024E+02    0.21716E+00
    0.15328E+02    0.20900E+00
    0.15637E+02    0.20110E+00
    0.15953E+02    0.19345E+00
    0.16275E+02    0.18606E+00
    0.16604E+02    0.17890E+00
    0.16940E+02    0.17199E+00
    0.17282E+02    0.16530E+00
    0.17631E+02    0.15883E+00
    0.17987E+02    0.15258E+00
    0.18351E+02    0.14655E+00
    0.18721E+02    0.14072E+00
    0.19099E+02    0.13510E+00
    0.19485E+02    0.12968E+00
    0.19879E+02    0.12446E+00
    0.20280E+02    0.11943E+00
    0.20690E+02    0.11459E+00
    0.21108E+02    0.10993E+00
    0.21535E+02    0.10545E+00
    0.21970E+02    0.10114E+00
    0.22413E+02    0.96998E-01
    0.22866E+02    0.93020E-01
    0.23328E+02    0.89201E-01
    0.23799E+02    0.85536E-01
    0.24280E+02    0.82019E-01
