#           k/h    P           
    0.75383E-03    0.88002E+03
    0.76906E-03    0.89666E+03
    0.78460E-03    0.91359E+03
    0.80045E-03    0.93083E+03
    0.81662E-03    0.94837E+03
    0.83311E-03    0.96623E+03
    0.84994E-03    0.98441E+03
    0.86711E-03    0.10029E+04
    0.88463E-03    0.10217E+04
    0.90250E-03    0.10409E+04
    0.92073E-03    0.10604E+04
    0.93933E-03    0.10802E+04
    0.95831E-03    0.11004E+04
    0.97767E-03    0.11210E+04
    0.99742E-03    0.11419E+04
    0.10176E-02    0.11631E+04
    0.10381E-02    0.11848E+04
    0.10591E-02    0.12068E+04
    0.10805E-02    0.12291E+04
    0.11023E-02    0.12519E+04
    0.11246E-02    0.12750E+04
    0.11473E-02    0.12986E+04
    0.11705E-02    0.13225E+04
    0.11941E-02    0.13468E+04
    0.12182E-02    0.13716E+04
    0.12429E-02    0.13968E+04
    0.12680E-02    0.14223E+04
    0.12936E-02    0.14483E+04
    0.13197E-02    0.14747E+04
    0.13464E-02    0.15016E+04
    0.13736E-02    0.15289E+04
    0.14013E-02    0.15566E+04
    0.14296E-02    0.15848E+04
    0.14585E-02    0.16134E+04
    0.14880E-02    0.16425E+04
    0.15180E-02    0.16721E+04
    0.15487E-02    0.17021E+04
    0.15800E-02    0.17325E+04
    0.16119E-02    0.17635E+04
    0.16445E-02    0.17949E+04
    0.16777E-02    0.18268E+04
    0.17116E-02    0.18592E+04
    0.17462E-02    0.18921E+04
    0.17814E-02    0.19255E+04
    0.18174E-02    0.19593E+04
    0.18541E-02    0.19937E+04
    0.18916E-02    0.20286E+04
    0.19298E-02    0.20639E+04
    0.19688E-02    0.20998E+04
    0.20086E-02    0.21362E+04
    0.20491E-02    0.21731E+04
    0.20905E-02    0.22105E+04
    0.21328E-02    0.22484E+04
    0.21758E-02    0.22868E+04
    0.22198E-02    0.23258E+04
    0.22646E-02    0.23653E+04
    0.23104E-02    0.24052E+04
    0.23571E-02    0.24458E+04
    0.24047E-02    0.24868E+04
    0.24533E-02    0.25283E+04
    0.25028E-02    0.25704E+04
    0.25534E-02    0.26130E+04
    0.26050E-02    0.26561E+04
    0.26576E-02    0.26997E+04
    0.27113E-02    0.27439E+04
    0.27660E-02    0.27885E+04
    0.28219E-02    0.28337E+04
    0.28789E-02    0.28794E+04
    0.29371E-02    0.29255E+04
    0.29964E-02    0.29722E+04
    0.30569E-02    0.30194E+04
    0.31187E-02    0.30670E+04
    0.31817E-02    0.31152E+04
    0.32460E-02    0.31638E+04
    0.33115E-02    0.32129E+04
    0.33784E-02    0.32625E+04
    0.34467E-02    0.33125E+04
    0.35163E-02    0.33630E+04
    0.35874E-02    0.34139E+04
    0.36598E-02    0.34653E+04
    0.37338E-02    0.35170E+04
    0.38092E-02    0.35692E+04
    0.38861E-02    0.36218E+04
    0.39646E-02    0.36747E+04
    0.40447E-02    0.37281E+04
    0.41264E-02    0.37818E+04
    0.42098E-02    0.38359E+04
    0.42948E-02    0.38905E+04
    0.43816E-02    0.39453E+04
    0.44701E-02    0.40004E+04
    0.45604E-02    0.40556E+04
    0.46525E-02    0.41109E+04
    0.47465E-02    0.41662E+04
    0.48424E-02    0.42216E+04
    0.49402E-02    0.42771E+04
    0.50400E-02    0.43329E+04
    0.51419E-02    0.43891E+04
    0.52457E-02    0.44456E+04
    0.53517E-02    0.45024E+04
    0.54598E-02    0.45594E+04
    0.55701E-02    0.46165E+04
    0.56826E-02    0.46736E+04
    0.57974E-02    0.47306E+04
    0.59145E-02    0.47875E+04
    0.60340E-02    0.48443E+04
    0.61559E-02    0.49011E+04
    0.62803E-02    0.49577E+04
    0.64072E-02    0.50141E+04
    0.65366E-02    0.50704E+04
    0.66686E-02    0.51265E+04
    0.68033E-02    0.51823E+04
    0.69408E-02    0.52378E+04
    0.70810E-02    0.52929E+04
    0.72240E-02    0.53476E+04
    0.73700E-02    0.54019E+04
    0.75189E-02    0.54557E+04
    0.76708E-02    0.55090E+04
    0.78257E-02    0.55617E+04
    0.79838E-02    0.56138E+04
    0.81451E-02    0.56652E+04
    0.83096E-02    0.57159E+04
    0.84775E-02    0.57659E+04
    0.86488E-02    0.58150E+04
    0.88235E-02    0.58632E+04
    0.90017E-02    0.59105E+04
    0.91836E-02    0.59568E+04
    0.93691E-02    0.60020E+04
    0.95583E-02    0.60461E+04
    0.97514E-02    0.60891E+04
    0.99484E-02    0.61308E+04
    0.10149E-01    0.61712E+04
    0.10354E-01    0.62103E+04
    0.10564E-01    0.62479E+04
    0.10777E-01    0.62841E+04
    0.10995E-01    0.63187E+04
    0.11217E-01    0.63516E+04
    0.11443E-01    0.63828E+04
    0.11675E-01    0.64122E+04
    0.11910E-01    0.64398E+04
    0.12151E-01    0.64655E+04
    0.12397E-01    0.64893E+04
    0.12647E-01    0.65111E+04
    0.12902E-01    0.65308E+04
    0.13163E-01    0.65483E+04
    0.13429E-01    0.65633E+04
    0.13700E-01    0.65758E+04
    0.13977E-01    0.65856E+04
    0.14259E-01    0.65928E+04
    0.14547E-01    0.65976E+04
    0.14841E-01    0.66004E+04
    0.15141E-01    0.66014E+04
    0.15447E-01    0.66008E+04
    0.15759E-01    0.65984E+04
    0.16077E-01    0.65935E+04
    0.16402E-01    0.65857E+04
    0.16734E-01    0.65743E+04
    0.17072E-01    0.65590E+04
    0.17416E-01    0.65397E+04
    0.17768E-01    0.65168E+04
    0.18127E-01    0.64906E+04
    0.18493E-01    0.64615E+04
    0.18867E-01    0.64296E+04
    0.19248E-01    0.63950E+04
    0.19637E-01    0.63571E+04
    0.20034E-01    0.63156E+04
    0.20438E-01    0.62703E+04
    0.20851E-01    0.62209E+04
    0.21272E-01    0.61677E+04
    0.21702E-01    0.61110E+04
    0.22141E-01    0.60513E+04
    0.22588E-01    0.59890E+04
    0.23044E-01    0.59245E+04
    0.23510E-01    0.58578E+04
    0.23985E-01    0.57891E+04
    0.24469E-01    0.57182E+04
    0.24964E-01    0.56453E+04
    0.25468E-01    0.55703E+04
    0.25982E-01    0.54934E+04
    0.26507E-01    0.54144E+04
    0.27043E-01    0.53334E+04
    0.27589E-01    0.52503E+04
    0.28146E-01    0.51653E+04
    0.28715E-01    0.50785E+04
    0.29295E-01    0.49902E+04
    0.29887E-01    0.49007E+04
    0.30490E-01    0.48102E+04
    0.31106E-01    0.47190E+04
    0.31735E-01    0.46274E+04
    0.32376E-01    0.45358E+04
    0.33030E-01    0.44445E+04
    0.33697E-01    0.43538E+04
    0.34378E-01    0.42640E+04
    0.35072E-01    0.41754E+04
    0.35781E-01    0.40881E+04
    0.36504E-01    0.40023E+04
    0.37241E-01    0.39181E+04
    0.37993E-01    0.38359E+04
    0.38761E-01    0.37555E+04
    0.39544E-01    0.36773E+04
    0.40343E-01    0.36013E+04
    0.41158E-01    0.35276E+04
    0.41989E-01    0.34564E+04
    0.42838E-01    0.33878E+04
    0.43703E-01    0.33222E+04
    0.44586E-01    0.32597E+04
    0.45486E-01    0.32005E+04
    0.46405E-01    0.31447E+04
    0.47343E-01    0.30919E+04
    0.48299E-01    0.30419E+04
    0.49275E-01    0.29944E+04
    0.50270E-01    0.29491E+04
    0.51286E-01    0.29059E+04
    0.52322E-01    0.28645E+04
    0.53379E-01    0.28246E+04
    0.54457E-01    0.27861E+04
    0.55557E-01    0.27488E+04
    0.56680E-01    0.27122E+04
    0.57825E-01    0.26761E+04
    0.58993E-01    0.26402E+04
    0.60184E-01    0.26041E+04
    0.61400E-01    0.25673E+04
    0.62641E-01    0.25294E+04
    0.63906E-01    0.24897E+04
    0.65197E-01    0.24477E+04
    0.66514E-01    0.24029E+04
    0.67858E-01    0.23554E+04
    0.69229E-01    0.23057E+04
    0.70627E-01    0.22543E+04
    0.72054E-01    0.22007E+04
    0.73510E-01    0.21440E+04
    0.74994E-01    0.20834E+04
    0.76509E-01    0.20198E+04
    0.78055E-01    0.19543E+04
    0.79632E-01    0.18879E+04
    0.81241E-01    0.18212E+04
    0.82882E-01    0.17546E+04
    0.84556E-01    0.16887E+04
    0.86264E-01    0.16240E+04
    0.88007E-01    0.15613E+04
    0.89785E-01    0.15013E+04
    0.91598E-01    0.14444E+04
    0.93449E-01    0.13911E+04
    0.95337E-01    0.13421E+04
    0.97263E-01    0.12976E+04
    0.99227E-01    0.12579E+04
    0.10123E+00    0.12228E+04
    0.10328E+00    0.11922E+04
    0.10536E+00    0.11657E+04
    0.10749E+00    0.11426E+04
    0.10966E+00    0.11222E+04
    0.11188E+00    0.11038E+04
    0.11414E+00    0.10863E+04
    0.11644E+00    0.10689E+04
    0.11880E+00    0.10507E+04
    0.12120E+00    0.10310E+04
    0.12365E+00    0.10091E+04
    0.12614E+00    0.98465E+03
    0.12869E+00    0.95739E+03
    0.13129E+00    0.92737E+03
    0.13394E+00    0.89485E+03
    0.13665E+00    0.86037E+03
    0.13941E+00    0.82463E+03
    0.14223E+00    0.78852E+03
    0.14510E+00    0.75301E+03
    0.14803E+00    0.71915E+03
    0.15102E+00    0.68785E+03
    0.15407E+00    0.65985E+03
    0.15718E+00    0.63552E+03
    0.16036E+00    0.61489E+03
    0.16360E+00    0.59759E+03
    0.16690E+00    0.58306E+03
    0.17028E+00    0.57058E+03
    0.17371E+00    0.55933E+03
    0.17722E+00    0.54844E+03
    0.18080E+00    0.53694E+03
    0.18446E+00    0.52402E+03
    0.18818E+00    0.50912E+03
    0.19198E+00    0.49217E+03
    0.19586E+00    0.47357E+03
    0.19982E+00    0.45400E+03
    0.20386E+00    0.43426E+03
    0.20797E+00    0.41515E+03
    0.21218E+00    0.39742E+03
    0.21646E+00    0.38167E+03
    0.22083E+00    0.36817E+03
    0.22530E+00    0.35682E+03
    0.22985E+00    0.34721E+03
    0.23449E+00    0.33867E+03
    0.23923E+00    0.33046E+03
    0.24406E+00    0.32187E+03
    0.24899E+00    0.31240E+03
    0.25402E+00    0.30193E+03
    0.25915E+00    0.29067E+03
    0.26439E+00    0.27908E+03
    0.26973E+00    0.26775E+03
    0.27518E+00    0.25719E+03
    0.28074E+00    0.24778E+03
    0.28641E+00    0.23960E+03
    0.29219E+00    0.23242E+03
    0.29810E+00    0.22584E+03
    0.30412E+00    0.21941E+03
    0.31026E+00    0.21275E+03
    0.31653E+00    0.20570E+03
    0.32292E+00    0.19835E+03
    0.32945E+00    0.19099E+03
    0.33610E+00    0.18395E+03
    0.34289E+00    0.17746E+03
    0.34982E+00    0.17161E+03
    0.35689E+00    0.16627E+03
    0.36409E+00    0.16122E+03
    0.37145E+00    0.15622E+03
    0.37895E+00    0.15114E+03
    0.38661E+00    0.14600E+03
    0.39442E+00    0.14094E+03
    0.40239E+00    0.13612E+03
    0.41052E+00    0.13162E+03
    0.41881E+00    0.12744E+03
    0.42727E+00    0.12346E+03
    0.43590E+00    0.11958E+03
    0.44471E+00    0.11573E+03
    0.45369E+00    0.11194E+03
    0.46286E+00    0.10827E+03
    0.47221E+00    0.10478E+03
    0.48174E+00    0.10147E+03
    0.49148E+00    0.98313E+02
    0.50141E+00    0.95247E+02
    0.51153E+00    0.92250E+02
    0.52187E+00    0.89339E+02
    0.53241E+00    0.86535E+02
    0.54317E+00    0.83855E+02
    0.55414E+00    0.81284E+02
    0.56533E+00    0.78799E+02
    0.57675E+00    0.76387E+02
    0.58840E+00    0.74053E+02
    0.60029E+00    0.71806E+02
    0.61242E+00    0.69642E+02
    0.62479E+00    0.67558E+02
    0.63741E+00    0.65547E+02
    0.65029E+00    0.63604E+02
    0.66342E+00    0.61728E+02
    0.67683E+00    0.59916E+02
    0.69050E+00    0.58166E+02
    0.70445E+00    0.56475E+02
    0.71868E+00    0.54841E+02
    0.73320E+00    0.53262E+02
    0.74801E+00    0.51736E+02
    0.76312E+00    0.50261E+02
    0.77854E+00    0.48835E+02
    0.79426E+00    0.47457E+02
    0.81031E+00    0.46124E+02
    0.82668E+00    0.44835E+02
    0.84338E+00    0.43589E+02
    0.86041E+00    0.42383E+02
    0.87780E+00    0.41217E+02
    0.89553E+00    0.40089E+02
    0.91362E+00    0.38998E+02
    0.93208E+00    0.37941E+02
    0.95091E+00    0.36918E+02
    0.97011E+00    0.35928E+02
    0.98971E+00    0.34968E+02
    0.10097E+01    0.34038E+02
    0.10301E+01    0.33137E+02
    0.10509E+01    0.32263E+02
    0.10721E+01    0.31416E+02
    0.10938E+01    0.30595E+02
    0.11159E+01    0.29798E+02
    0.11384E+01    0.29024E+02
    0.11614E+01    0.28274E+02
    0.11849E+01    0.27545E+02
    0.12088E+01    0.26837E+02
    0.12333E+01    0.26150E+02
    0.12582E+01    0.25482E+02
    0.12836E+01    0.24833E+02
    0.13095E+01    0.24203E+02
    0.13360E+01    0.23589E+02
    0.13630E+01    0.22993E+02
    0.13905E+01    0.22413E+02
    0.14186E+01    0.21849E+02
    0.14472E+01    0.21299E+02
    0.14765E+01    0.20765E+02
    0.15063E+01    0.20244E+02
    0.15367E+01    0.19737E+02
    0.15678E+01    0.19243E+02
    0.15994E+01    0.18762E+02
    0.16318E+01    0.18294E+02
    0.16647E+01    0.17837E+02
    0.16984E+01    0.17391E+02
    0.17327E+01    0.16957E+02
    0.17677E+01    0.16533E+02
    0.18034E+01    0.16120E+02
    0.18398E+01    0.15717E+02
    0.18770E+01    0.15324E+02
    0.19149E+01    0.14940E+02
    0.19536E+01    0.14565E+02
    0.19930E+01    0.14199E+02
    0.20333E+01    0.13842E+02
    0.20744E+01    0.13493E+02
    0.21163E+01    0.13153E+02
    0.21590E+01    0.12820E+02
    0.22026E+01    0.12495E+02
    0.22471E+01    0.12177E+02
    0.22925E+01    0.11867E+02
    0.23388E+01    0.11563E+02
    0.23861E+01    0.11267E+02
    0.24343E+01    0.10977E+02
    0.24835E+01    0.10694E+02
    0.25336E+01    0.10417E+02
    0.25848E+01    0.10146E+02
    0.26370E+01    0.98814E+01
    0.26903E+01    0.96226E+01
    0.27447E+01    0.93695E+01
    0.28001E+01    0.91221E+01
    0.28567E+01    0.88802E+01
    0.29144E+01    0.86437E+01
    0.29733E+01    0.84124E+01
    0.30333E+01    0.81863E+01
    0.30946E+01    0.79652E+01
    0.31571E+01    0.77490E+01
    0.32209E+01    0.75376E+01
    0.32860E+01    0.73310E+01
    0.33523E+01    0.71289E+01
    0.34201E+01    0.69314E+01
    0.34892E+01    0.67383E+01
    0.35596E+01    0.65496E+01
    0.36316E+01    0.63651E+01
    0.37049E+01    0.61849E+01
    0.37798E+01    0.60087E+01
    0.38561E+01    0.58366E+01
    0.39340E+01    0.56685E+01
    0.40135E+01    0.55042E+01
    0.40946E+01    0.53438E+01
    0.41773E+01    0.51871E+01
    0.42617E+01    0.50342E+01
    0.43478E+01    0.48848E+01
    0.44356E+01    0.47390E+01
    0.45252E+01    0.45967E+01
    0.46166E+01    0.44578E+01
    0.47099E+01    0.43223E+01
    0.48050E+01    0.41901E+01
    0.49021E+01    0.40611E+01
    0.50011E+01    0.39353E+01
    0.51021E+01    0.38127E+01
    0.52052E+01    0.36931E+01
    0.53104E+01    0.35766E+01
    0.54176E+01    0.34630E+01
    0.55271E+01    0.33524E+01
    0.56387E+01    0.32446E+01
    0.57526E+01    0.31397E+01
    0.58689E+01    0.30375E+01
    0.59874E+01    0.29380E+01
    0.61084E+01    0.28412E+01
    0.62318E+01    0.27470E+01
    0.63577E+01    0.26554E+01
    0.64861E+01    0.25663E+01
    0.66171E+01    0.24796E+01
    0.67508E+01    0.23953E+01
    0.68872E+01    0.23134E+01
    0.70263E+01    0.22339E+01
    0.71682E+01    0.21566E+01
    0.73130E+01    0.20815E+01
    0.74608E+01    0.20086E+01
    0.76115E+01    0.19378E+01
    0.77653E+01    0.18692E+01
    0.79221E+01    0.18026E+01
    0.80822E+01    0.17380E+01
    0.82454E+01    0.16753E+01
    0.84120E+01    0.16146E+01
    0.85819E+01    0.15557E+01
    0.87553E+01    0.14986E+01
    0.89322E+01    0.14434E+01
    0.91126E+01    0.13899E+01
    0.92967E+01    0.13380E+01
    0.94845E+01    0.12879E+01
    0.96761E+01    0.12393E+01
    0.98716E+01    0.11924E+01
    0.10071E+02    0.11470E+01
    0.10274E+02    0.11031E+01
    0.10482E+02    0.10607E+01
    0.10694E+02    0.10197E+01
    0.10910E+02    0.98008E+00
    0.11130E+02    0.94184E+00
    0.11355E+02    0.90493E+00
    0.11584E+02    0.86931E+00
    0.11818E+02    0.83494E+00
    0.12057E+02    0.80178E+00
    0.12301E+02    0.76981E+00
    0.12549E+02    0.73898E+00
    0.12803E+02    0.70927E+00
    0.13061E+02    0.68064E+00
    0.13325E+02    0.65305E+00
    0.13594E+02    0.62648E+00
    0.13869E+02    0.60089E+00
    0.14149E+02    0.57625E+00
    0.14435E+02    0.55253E+00
    0.14727E+02    0.52970E+00
    0.15024E+02    0.50773E+00
    0.15328E+02    0.48660E+00
    0.15637E+02    0.46627E+00
    0.15953E+02    0.44672E+00
    0.16275E+02    0.42792E+00
    0.16604E+02    0.40984E+00
    0.16940E+02    0.39247E+00
    0.17282E+02    0.37578E+00
    0.17631E+02    0.35974E+00
    0.17987E+02    0.34434E+00
    0.18351E+02    0.32954E+00
    0.18721E+02    0.31534E+00
    0.19099E+02    0.30171E+00
    0.19485E+02    0.28864E+00
    0.19879E+02    0.27611E+00
    0.20280E+02    0.26409E+00
    0.20690E+02    0.25257E+00
    0.21108E+02    0.24154E+00
    0.21535E+02    0.23097E+00
    0.21970E+02    0.22085E+00
    0.22413E+02    0.21116E+00
    0.22866E+02    0.20189E+00
    0.23328E+02    0.19302E+00
    0.23799E+02    0.18453E+00
    0.24280E+02    0.17642E+00
