#           k/h    P           
    0.95583E-02    0.20191E+04
    0.97514E-02    0.20335E+04
    0.99484E-02    0.20475E+04
    0.10149E-01    0.20611E+04
    0.10354E-01    0.20742E+04
    0.10564E-01    0.20869E+04
    0.10777E-01    0.20990E+04
    0.10995E-01    0.21107E+04
    0.11217E-01    0.21218E+04
    0.11443E-01    0.21323E+04
    0.11675E-01    0.21422E+04
    0.11910E-01    0.21515E+04
    0.12151E-01    0.21602E+04
    0.12397E-01    0.21683E+04
    0.12647E-01    0.21756E+04
    0.12902E-01    0.21823E+04
    0.13163E-01    0.21883E+04
    0.13429E-01    0.21934E+04
    0.13700E-01    0.21977E+04
    0.13977E-01    0.22011E+04
    0.14259E-01    0.22036E+04
    0.14547E-01    0.22053E+04
    0.14841E-01    0.22064E+04
    0.15141E-01    0.22068E+04
    0.15447E-01    0.22068E+04
    0.15759E-01    0.22061E+04
    0.16077E-01    0.22046E+04
    0.16402E-01    0.22021E+04
    0.16734E-01    0.21984E+04
    0.17072E-01    0.21934E+04
    0.17416E-01    0.21871E+04
    0.17768E-01    0.21795E+04
    0.18127E-01    0.21709E+04
    0.18493E-01    0.21613E+04
    0.18867E-01    0.21508E+04
    0.19248E-01    0.21393E+04
    0.19637E-01    0.21267E+04
    0.20034E-01    0.21130E+04
    0.20438E-01    0.20980E+04
    0.20851E-01    0.20816E+04
    0.21272E-01    0.20639E+04
    0.21702E-01    0.20450E+04
    0.22141E-01    0.20252E+04
    0.22588E-01    0.20044E+04
    0.23044E-01    0.19830E+04
    0.23510E-01    0.19608E+04
    0.23985E-01    0.19379E+04
    0.24469E-01    0.19142E+04
    0.24964E-01    0.18899E+04
    0.25468E-01    0.18650E+04
    0.25982E-01    0.18393E+04
    0.26507E-01    0.18129E+04
    0.27043E-01    0.17859E+04
    0.27589E-01    0.17582E+04
    0.28146E-01    0.17298E+04
    0.28715E-01    0.17008E+04
    0.29295E-01    0.16713E+04
    0.29887E-01    0.16413E+04
    0.30490E-01    0.16111E+04
    0.31106E-01    0.15806E+04
    0.31735E-01    0.15500E+04
    0.32376E-01    0.15193E+04
    0.33030E-01    0.14888E+04
    0.33697E-01    0.14584E+04
    0.34378E-01    0.14283E+04
    0.35072E-01    0.13987E+04
    0.35781E-01    0.13694E+04
    0.36504E-01    0.13407E+04
    0.37241E-01    0.13125E+04
    0.37993E-01    0.12849E+04
    0.38761E-01    0.12580E+04
    0.39544E-01    0.12318E+04
    0.40343E-01    0.12063E+04
    0.41158E-01    0.11816E+04
    0.41989E-01    0.11577E+04
    0.42838E-01    0.11347E+04
    0.43703E-01    0.11127E+04
    0.44586E-01    0.10917E+04
    0.45486E-01    0.10719E+04
    0.46405E-01    0.10532E+04
    0.47343E-01    0.10355E+04
    0.48299E-01    0.10187E+04
    0.49275E-01    0.10028E+04
    0.50270E-01    0.98765E+03
    0.51286E-01    0.97318E+03
    0.52322E-01    0.95932E+03
    0.53379E-01    0.94599E+03
    0.54457E-01    0.93314E+03
    0.55557E-01    0.92065E+03
    0.56680E-01    0.90844E+03
    0.57825E-01    0.89641E+03
    0.58993E-01    0.88444E+03
    0.60184E-01    0.87238E+03
    0.61400E-01    0.86010E+03
    0.62641E-01    0.84744E+03
    0.63906E-01    0.83419E+03
    0.65197E-01    0.82014E+03
    0.66514E-01    0.80513E+03
    0.67858E-01    0.78919E+03
    0.69229E-01    0.77250E+03
    0.70627E-01    0.75522E+03
    0.72054E-01    0.73719E+03
    0.73510E-01    0.71807E+03
    0.74994E-01    0.69764E+03
    0.76509E-01    0.67613E+03
    0.78055E-01    0.65397E+03
    0.79632E-01    0.63150E+03
    0.81241E-01    0.60890E+03
    0.82882E-01    0.58631E+03
    0.84556E-01    0.56392E+03
    0.86264E-01    0.54197E+03
    0.88007E-01    0.52068E+03
    0.89785E-01    0.50027E+03
    0.91598E-01    0.48093E+03
    0.93449E-01    0.46285E+03
    0.95337E-01    0.44619E+03
    0.97263E-01    0.43110E+03
    0.99227E-01    0.41763E+03
    0.10123E+00    0.40576E+03
    0.10328E+00    0.39546E+03
    0.10536E+00    0.38654E+03
    0.10749E+00    0.37882E+03
    0.10966E+00    0.37206E+03
    0.11188E+00    0.36594E+03
    0.11414E+00    0.36017E+03
    0.11644E+00    0.35443E+03
    0.11880E+00    0.34842E+03
    0.12120E+00    0.34188E+03
    0.12365E+00    0.33459E+03
    0.12614E+00    0.32639E+03
    0.12869E+00    0.31719E+03
    0.13129E+00    0.30701E+03
    0.13394E+00    0.29594E+03
    0.13665E+00    0.28416E+03
    0.13941E+00    0.27192E+03
    0.14223E+00    0.25953E+03
    0.14510E+00    0.24734E+03
    0.14803E+00    0.23571E+03
    0.15102E+00    0.22497E+03
    0.15407E+00    0.21538E+03
    0.15718E+00    0.20708E+03
    0.16036E+00    0.20008E+03
    0.16360E+00    0.19425E+03
    0.16690E+00    0.18940E+03
    0.17028E+00    0.18528E+03
    0.17371E+00    0.18160E+03
    0.17722E+00    0.17804E+03
    0.18080E+00    0.17427E+03
    0.18446E+00    0.16997E+03
    0.18818E+00    0.16497E+03
    0.19198E+00    0.15921E+03
    0.19586E+00    0.15284E+03
    0.19982E+00    0.14611E+03
    0.20386E+00    0.13930E+03
    0.20797E+00    0.13271E+03
    0.21218E+00    0.12660E+03
    0.21646E+00    0.12120E+03
    0.22083E+00    0.11660E+03
    0.22530E+00    0.11278E+03
    0.22985E+00    0.10958E+03
    0.23449E+00    0.10677E+03
    0.23923E+00    0.10408E+03
    0.24406E+00    0.10124E+03
    0.24899E+00    0.98071E+02
    0.25402E+00    0.94522E+02
    0.25915E+00    0.90671E+02
    0.26439E+00    0.86691E+02
    0.26973E+00    0.82790E+02
    0.27518E+00    0.79167E+02
    0.28074E+00    0.75960E+02
    0.28641E+00    0.73201E+02
    0.29219E+00    0.70809E+02
    0.29810E+00    0.68636E+02
    0.30412E+00    0.66512E+02
    0.31026E+00    0.64295E+02
    0.31653E+00    0.61922E+02
    0.32292E+00    0.59427E+02
    0.32945E+00    0.56919E+02
    0.33610E+00    0.54523E+02
    0.34289E+00    0.52331E+02
    0.34982E+00    0.50370E+02
    0.35689E+00    0.48599E+02
    0.36409E+00    0.46930E+02
    0.37145E+00    0.45278E+02
    0.37895E+00    0.43586E+02
    0.38661E+00    0.41863E+02
    0.39442E+00    0.40165E+02
    0.40239E+00    0.38552E+02
    0.41052E+00    0.37055E+02
    0.41881E+00    0.35675E+02
    0.42727E+00    0.34370E+02
    0.43590E+00    0.33095E+02
    0.44471E+00    0.31830E+02
    0.45369E+00    0.30577E+02
    0.46286E+00    0.29368E+02
    0.47221E+00    0.28224E+02
    0.48174E+00    0.27146E+02
    0.49148E+00    0.26122E+02
    0.50141E+00    0.25129E+02
    0.51153E+00    0.24158E+02
    0.52187E+00    0.23216E+02
    0.53241E+00    0.22311E+02
    0.54317E+00    0.21452E+02
    0.55414E+00    0.20631E+02
    0.56533E+00    0.19840E+02
    0.57675E+00    0.19074E+02
    0.58840E+00    0.18335E+02
    0.60029E+00    0.17627E+02
    0.61242E+00    0.16948E+02
    0.62479E+00    0.16297E+02
    0.63741E+00    0.15672E+02
    0.65029E+00    0.15070E+02
    0.66342E+00    0.14492E+02
    0.67683E+00    0.13936E+02
    0.69050E+00    0.13402E+02
    0.70445E+00    0.12889E+02
    0.71868E+00    0.12396E+02
    0.73320E+00    0.11922E+02
    0.74801E+00    0.11466E+02
    0.76312E+00    0.11029E+02
    0.77854E+00    0.10609E+02
    0.79426E+00    0.10205E+02
    0.81031E+00    0.98174E+01
    0.82668E+00    0.94452E+01
    0.84338E+00    0.90878E+01
    0.86041E+00    0.87447E+01
    0.87780E+00    0.84152E+01
    0.89553E+00    0.80989E+01
    0.91362E+00    0.77952E+01
    0.93208E+00    0.75037E+01
    0.95091E+00    0.72237E+01
    0.97011E+00    0.69550E+01
    0.98971E+00    0.66969E+01
    0.10097E+01    0.64492E+01
    0.10301E+01    0.62113E+01
    0.10509E+01    0.59828E+01
    0.10721E+01    0.57634E+01
    0.10938E+01    0.55528E+01
    0.11159E+01    0.53505E+01
    0.11384E+01    0.51562E+01
    0.11614E+01    0.49696E+01
    0.11849E+01    0.47903E+01
    0.12088E+01    0.46182E+01
    0.12333E+01    0.44528E+01
    0.12582E+01    0.42940E+01
    0.12836E+01    0.41414E+01
    0.13095E+01    0.39948E+01
    0.13360E+01    0.38539E+01
    0.13630E+01    0.37186E+01
    0.13905E+01    0.35885E+01
    0.14186E+01    0.34635E+01
    0.14472E+01    0.33433E+01
    0.14765E+01    0.32278E+01
    0.15063E+01    0.31168E+01
    0.15367E+01    0.30101E+01
    0.15678E+01    0.29075E+01
    0.15994E+01    0.28089E+01
    0.16318E+01    0.27140E+01
    0.16647E+01    0.26228E+01
    0.16984E+01    0.25350E+01
    0.17327E+01    0.24506E+01
    0.17677E+01    0.23694E+01
    0.18034E+01    0.22913E+01
    0.18398E+01    0.22161E+01
    0.18770E+01    0.21438E+01
    0.19149E+01    0.20742E+01
    0.19536E+01    0.20071E+01
    0.19930E+01    0.19426E+01
    0.20333E+01    0.18804E+01
    0.20744E+01    0.18205E+01
    0.21163E+01    0.17628E+01
    0.21590E+01    0.17072E+01
    0.22026E+01    0.16536E+01
    0.22471E+01    0.16020E+01
    0.22925E+01    0.15522E+01
    0.23388E+01    0.15042E+01
    0.23861E+01    0.14580E+01
    0.24343E+01    0.14133E+01
    0.24835E+01    0.13703E+01
    0.25336E+01    0.13288E+01
    0.25848E+01    0.12887E+01
    0.26370E+01    0.12500E+01
    0.26903E+01    0.12126E+01
    0.27447E+01    0.11765E+01
    0.28001E+01    0.11417E+01
    0.28567E+01    0.11080E+01
    0.29144E+01    0.10755E+01
    0.29733E+01    0.10440E+01
    0.30333E+01    0.10136E+01
    0.30946E+01    0.98424E+00
    0.31571E+01    0.95581E+00
    0.32209E+01    0.92831E+00
    0.32860E+01    0.90170E+00
    0.33523E+01    0.87595E+00
    0.34201E+01    0.85103E+00
    0.34892E+01    0.82690E+00
    0.35596E+01    0.80353E+00
    0.36316E+01    0.78090E+00
    0.37049E+01    0.75897E+00
    0.37798E+01    0.73771E+00
    0.38561E+01    0.71711E+00
    0.39340E+01    0.69714E+00
    0.40135E+01    0.67777E+00
    0.40946E+01    0.65898E+00
    0.41773E+01    0.64075E+00
    0.42617E+01    0.62306E+00
    0.43478E+01    0.60589E+00
    0.44356E+01    0.58922E+00
    0.45252E+01    0.57303E+00
    0.46166E+01    0.55731E+00
    0.47099E+01    0.54204E+00
    0.48050E+01    0.52720E+00
    0.49021E+01    0.51278E+00
    0.50011E+01    0.49877E+00
    0.51021E+01    0.48514E+00
    0.52052E+01    0.47189E+00
    0.53104E+01    0.45901E+00
    0.54176E+01    0.44647E+00
    0.55271E+01    0.43428E+00
    0.56387E+01    0.42241E+00
    0.57526E+01    0.41087E+00
    0.58689E+01    0.39963E+00
    0.59874E+01    0.38868E+00
    0.61084E+01    0.37803E+00
    0.62318E+01    0.36765E+00
    0.63577E+01    0.35755E+00
    0.64861E+01    0.34770E+00
    0.66171E+01    0.33811E+00
    0.67508E+01    0.32877E+00
    0.68872E+01    0.31966E+00
    0.70263E+01    0.31079E+00
    0.71682E+01    0.30214E+00
    0.73130E+01    0.29371E+00
    0.74608E+01    0.28550E+00
    0.76115E+01    0.27749E+00
    0.77653E+01    0.26968E+00
    0.79221E+01    0.26206E+00
    0.80822E+01    0.25464E+00
    0.82454E+01    0.24740E+00
    0.84120E+01    0.24033E+00
    0.85819E+01    0.23345E+00
    0.87553E+01    0.22673E+00
    0.89322E+01    0.22018E+00
    0.91126E+01    0.21379E+00
    0.92967E+01    0.20756E+00
    0.94845E+01    0.20148E+00
    0.96761E+01    0.19556E+00
    0.98716E+01    0.18978E+00
    0.10071E+02    0.18415E+00
    0.10274E+02    0.17865E+00
    0.10482E+02    0.17330E+00
    0.10694E+02    0.16808E+00
    0.10910E+02    0.16299E+00
    0.11130E+02    0.15803E+00
    0.11355E+02    0.15320E+00
    0.11584E+02    0.14850E+00
    0.11818E+02    0.14391E+00
    0.12057E+02    0.13945E+00
    0.12301E+02    0.13509E+00
    0.12549E+02    0.13086E+00
    0.12803E+02    0.12673E+00
    0.13061E+02    0.12272E+00
    0.13325E+02    0.11880E+00
    0.13594E+02    0.11500E+00
    0.13869E+02    0.11129E+00
    0.14149E+02    0.10768E+00
    0.14435E+02    0.10417E+00
    0.14727E+02    0.10075E+00
    0.15024E+02    0.97420E-01
    0.15328E+02    0.94182E-01
    0.15637E+02    0.91030E-01
    0.15953E+02    0.87964E-01
    0.16275E+02    0.84982E-01
    0.16604E+02    0.82081E-01
    0.16940E+02    0.79259E-01
    0.17282E+02    0.76515E-01
    0.17631E+02    0.73847E-01
    0.17987E+02    0.71254E-01
    0.18351E+02    0.68735E-01
    0.18721E+02    0.66289E-01
    0.19099E+02    0.63917E-01
    0.19485E+02    0.61617E-01
    0.19879E+02    0.59389E-01
    0.20280E+02    0.57231E-01
    0.20690E+02    0.55144E-01
    0.21108E+02    0.53126E-01
    0.21535E+02    0.51175E-01
    0.21970E+02    0.49290E-01
    0.22413E+02    0.47471E-01
    0.22866E+02    0.45716E-01
    0.23328E+02    0.44022E-01
    0.23799E+02    0.42390E-01
    0.24280E+02    0.40817E-01
